,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
2022034,-73.8273079197,40.7072008371,0,2,3,1,3
2022129,-74.1462732843,40.5894723645,1,0,1,3,5
2022184,-73.8164877741,40.7267076181,0,2,3,1,3
2022244,-73.9305445063,40.7542612165,0,1,0,4,4
2022528,-73.9691462524,40.7869074872,0,1,0,4,4
2022533,-73.9311488319,40.8575153832,0,1,2,0,1
2022572,-73.9455051287,40.6399167651,1,0,1,2,0
2022874,-73.9500300067,40.8237542069,0,1,2,4,4
2022964,-73.9575127219,40.5919538221,1,0,1,2,0
2023326,-74.0832350243,40.6089300681,1,0,1,3,5
2023428,-73.9170268794,40.7546283032,0,1,0,4,4
2023575,-73.8962111194,40.8636867781,0,1,2,0,1
2023645,-74.0042678997,40.7229150499,1,0,0,4,2
2023666,-73.9611371846,40.5757278364,1,0,1,2,0
2023699,-73.9413823542,40.6284168192,1,0,1,2,0
2023846,-73.9732502045,40.6389274641,1,0,1,2,0
2024111,-73.8105288026,40.7364061871,0,2,3,1,3
2024142,-73.8808395734,40.7320648776,0,2,3,1,3
2024232,-74.0256180021,40.6191048533,1,0,1,3,5
2024262,-73.9409788414,40.8321267998,0,1,2,0,4
2024601,-73.9488032857,40.7698170049,0,1,0,4,4
2024702,-73.9765003348,40.6386783987,1,0,1,2,0
2024749,-73.9513002854,40.5987721828,1,0,1,2,0
2024815,-73.945068445,40.6801550353,1,0,1,2,2
2024825,-73.9719794333,40.6362098225,1,0,1,2,0
2024852,-73.9622919455,40.5770676855,1,0,1,2,0
2024896,-73.9882088775,40.7296117319,1,0,0,4,2
2024959,-73.7840117121,40.7115221188,0,2,3,1,3
2024988,-73.8269735625,40.7665365137,0,2,3,1,3
2025016,-73.9921818525,40.7252918236,1,0,0,4,2
2025277,-73.8796154683,40.8264469129,0,1,2,0,1
2025288,-73.9429594035,40.7559039019,0,1,0,4,4
2025366,-73.8403806384,40.7186242108,0,2,3,1,3
2025380,-73.9120288201,40.7675550867,0,1,0,4,4
2025440,-74.0108607438,40.5777101549,1,0,1,3,0
2025486,-74.0236450243,40.6218226199,1,0,1,3,5
2025568,-73.9924840627,40.6048400224,1,0,1,2,0
2025662,-73.8292900759,40.8543053696,0,1,2,0,1
2025667,-73.9586438814,40.6375507453,1,0,1,2,0
2025706,-73.9177195488,40.7578236849,0,1,0,4,4
2025778,-73.9800726936,40.7779428467,0,1,0,4,4
2025797,-73.9551022184,40.6747960988,1,0,1,2,2
2025833,-73.9517314676,40.8042948586,0,1,0,4,4
2025838,-73.8850716088,40.7427407864,0,2,3,1,3
2025874,-73.9935518962,40.6975972577,1,0,0,2,2
2025917,-73.9490134131,40.7971519086,0,1,0,4,4
2025965,-73.9364382918,40.8529759362,0,1,2,0,1
2026168,-73.8072811528,40.8212627427,0,1,2,0,1
2026246,-73.83591684,40.7191778674,0,2,3,1,3
2026257,-74.1474847337,40.6065379935,1,0,1,3,5
2026300,-74.0133786729,40.6757290704,1,0,1,2,2
2026430,-73.8643779214,40.8566931869,0,1,2,0,1
2026436,-73.8766458233,40.7053347111,0,2,3,1,3
2026455,-73.9598783129,40.6459117999,1,0,1,2,0
2026500,-73.9404012026,40.8073197342,0,1,0,4,4
2026653,-73.9493791342,40.6961754954,1,0,0,2,2
2026701,-73.9475562758,40.643326743,1,0,1,2,0
2027221,-73.9495213026,40.5893732219,1,0,1,2,0
2027292,-73.8314652749,40.7077312499,0,2,3,1,3
2027665,-73.9969143782,40.7454879427,1,0,0,4,4
2027759,-73.8924100849,40.8667381462,0,1,2,0,1
2027837,-73.9598264306,40.6602615032,1,0,1,2,2
2027839,-73.8671402887,40.7225063577,0,2,3,1,3
2027983,-73.9814258075,40.6775728374,1,0,1,2,2
2028120,-73.9721716557,40.7973382333,0,1,0,4,4
2028223,-73.7642004013,40.7006413853,0,2,3,1,3
2028451,-73.9206756694,40.6366909164,1,0,1,2,0
2028466,-73.9076383444,40.689877767,1,2,0,2,2
2028514,-73.8906859609,40.6970953835,1,2,3,1,3
2028517,-73.8705565226,40.8582181056,0,1,2,0,1
2028743,-73.9641103768,40.6497833436,1,0,1,2,2
2029010,-73.9586492282,40.6521804501,1,0,1,2,2
2029275,-73.92168767,40.7414622578,0,1,0,4,4
2029330,-73.9303840161,40.8663830475,0,1,2,0,1
2029521,-74.010479722,40.6042359352,1,0,1,3,0
2029570,-73.9237916585,40.7413593687,0,1,0,4,4
2029650,-73.9815016309,40.6121756168,1,0,1,2,0
2029694,-73.9474993633,40.7477157341,0,1,0,4,4
2029695,-73.9289796327,40.8610904131,0,1,2,0,1
2029739,-73.8886063721,40.7524689116,0,2,0,1,3
2029881,-73.9824034744,40.7434390565,1,0,0,4,4
2029994,-73.7807802679,40.7146587724,0,2,3,1,3
2030059,-73.9036038937,40.8541086935,0,1,2,0,1
2030129,-73.8589551845,40.8807027976,0,1,2,0,1
2030144,-73.9617703949,40.6832469215,1,0,1,2,2
2030147,-73.8310361034,40.8428954363,0,1,2,0,1
2030184,-73.987401956,40.7228266075,1,0,0,4,2
2030217,-73.9043317608,40.7426321368,0,2,0,4,4
2030231,-73.9521224242,40.7729831166,0,1,0,4,4
2030255,-73.8296748096,40.7548835914,0,2,3,1,3
2030320,-73.8636760113,40.6806226221,1,2,3,1,3
2030431,-73.924223924,40.815020163,0,1,2,0,4
2030600,-73.9519798,40.7805118715,0,1,0,4,4
2030601,-73.9521711158,40.7805915484,0,1,0,4,4
2030633,-73.9477443094,40.7989244347,0,1,0,4,4
2030795,-73.9542408473,40.6429123898,1,0,1,2,0
2030809,-73.960465185,40.6528425812,1,0,1,2,2
2030844,-73.980217978,40.6413607543,1,0,1,2,0
2030910,-73.8660431034,40.823242582,0,1,2,0,1
2031112,-73.9406338574,40.5991212467,1,0,1,2,0
2031181,-73.8537505241,40.6690219786,1,2,3,1,3
2031607,-73.8666699777,40.8548020124,0,1,2,0,1
2031685,-73.9691636224,40.6948238366,1,0,0,2,2
2031825,-73.9561734536,40.6246246191,1,0,1,2,0
2031847,-73.9622669065,40.5767849625,1,0,1,2,0
2031918,-73.8428827703,40.9028700932,0,1,2,0,1
2031948,-73.9595241079,40.5763750531,1,0,1,2,0
2032004,-73.9282115202,40.8559600917,0,1,2,0,1
2032251,-73.9548784675,40.781715237,0,1,0,4,4
2032252,-73.9094104708,40.8877359176,0,1,2,0,1
2032255,-74.0198476677,40.6318912277,1,0,1,3,5
2032327,-73.9612447597,40.7625647651,0,1,0,4,4
2032328,-73.9381239,40.8245553796,0,1,2,0,4
2032420,-73.9561340385,40.6243034635,1,0,1,2,0
2032595,-73.8223726632,40.7130232152,0,2,3,1,3
2032760,-73.8444919409,40.7315110034,0,2,3,1,3
2032806,-73.7902060144,40.7100788459,0,2,3,1,3
2033084,-73.8219710536,40.8228700636,0,1,2,0,1
2033256,-73.911940167,40.758154271,0,1,0,4,4
2033273,-73.9673872435,40.5812440902,1,0,1,2,0
2033436,-73.9431930555,40.7951263217,0,1,0,4,4
2033451,-73.9806502408,40.7287927726,1,0,0,4,2
2033467,-73.9478659153,40.7958394149,0,1,0,4,4
2033497,-73.8190206936,40.8249542044,0,1,2,0,1
2033518,-73.7623834031,40.7237239263,0,2,3,1,3
2033622,-73.9071604208,40.7068126038,1,2,0,4,2
2033627,-73.9234558813,40.681825234,1,0,0,2,2
2033668,-73.9510319189,40.8075745097,0,1,0,4,4
2033771,-73.8538618464,40.7218644638,0,2,3,1,3
2033835,-73.9748209118,40.7828686189,0,1,0,4,4
2034058,-73.9488218129,40.6517483109,1,0,1,2,2
2034102,-73.9970188737,40.7491302271,1,0,0,4,4
2034117,-73.9717790055,40.6926780986,1,0,0,2,2
2034129,-73.9997003886,40.7613965333,0,1,0,4,4
2034150,-73.9089288749,40.6188767532,1,0,1,2,0
2034256,-73.9928547412,40.5735877509,1,0,1,2,0
2034290,-73.861439121,40.8392662852,0,1,2,0,1
2034510,-73.9225104641,40.760069464,0,1,0,4,4
2034541,-73.9802926841,40.6080197967,1,0,1,2,0
2034640,-73.9569204617,40.617005359,1,0,1,2,0
2034661,-73.8648389878,40.8539462784,0,1,2,0,1
2034729,-73.8710025566,40.83513835,0,1,2,0,1
2034802,-73.9401243468,40.8179334308,0,1,2,4,4
2034811,-73.8990323996,40.8509099468,0,1,2,0,1
2034976,-73.9710906184,40.6336075438,1,0,1,2,0
2035122,-74.0147598157,40.710000085,1,0,0,4,2
2035125,-73.898373128,40.8470997154,0,1,2,0,1
2035141,-73.918058606,40.7462850057,0,1,0,4,4
2035142,-73.9824039497,40.7826312344,0,1,0,4,4
2035237,-73.8200661702,40.7590163016,0,2,3,1,3
2035247,-73.9176753271,40.8052856277,0,1,2,4,4
2035303,-73.7490788469,40.5970208815,1,2,3,1,3
2035324,-73.991364873,40.5985131868,1,0,1,2,0
2035335,-73.8221242958,40.7560798702,0,2,3,1,3
2035535,-73.9605279037,40.5772921668,1,0,1,2,0
2036085,-73.9844045772,40.7664732511,0,1,0,4,4
2036138,-74.0019159312,40.7314979664,1,0,0,4,2
2036392,-73.8147601545,40.734291372,0,2,3,1,3
2036426,-73.8613699232,40.7267896157,0,2,3,1,3
2036628,-73.9909321483,40.6029926625,1,0,1,2,0
2036696,-73.9524331319,40.8232309823,0,1,2,4,4
2036812,-73.9512637659,40.6734715551,1,0,1,2,2
2036813,-73.9345227073,40.7609415121,0,1,0,4,4
2036814,-73.8662563161,40.7297432665,0,2,3,1,3
2036893,-74.0308156742,40.6344249955,1,0,1,3,5
2036920,-73.9500581435,40.8295922289,0,1,2,0,4
2037130,-74.0302607667,40.6342933931,1,0,1,3,5
2037164,-73.9542674985,40.6145422545,1,0,1,2,0
2037169,-73.940327169,40.6844098172,1,0,0,2,2
2037238,-73.9293462955,40.8528455544,0,1,2,0,1
2037414,-73.9795388774,40.7878594783,0,1,0,4,4
2037440,-73.9362809574,40.8511863025,0,1,2,0,1
2037532,-73.814882657,40.7109775415,0,2,3,1,3
2037533,-73.9611794911,40.8002252537,0,1,0,4,4
2037567,-73.9573079587,40.8052247758,0,1,0,4,4
2037624,-73.8732969132,40.7423633824,0,2,3,1,3
2037633,-73.9744832465,40.6086609359,1,0,1,2,0
2037686,-73.9491634804,40.6715822402,1,0,1,2,2
2037698,-73.9460306772,40.6450140801,1,0,1,2,0
2037804,-74.1193000263,40.6367167755,1,0,1,3,5
2037850,-73.9199386313,40.7464866947,0,1,0,4,4
2037887,-73.9706886742,40.7858703808,0,1,0,4,4
2037911,-73.9106985614,40.655770839,1,0,1,2,2
2037928,-73.884010375,40.7532521183,0,2,0,1,3
2038160,-73.9494204261,40.7843534055,0,1,0,4,4
2038231,-73.7255411848,40.757855491,0,2,3,1,3
2038309,-73.9436594984,40.7944815392,0,1,0,4,4
2038328,-73.917127564,40.7694390149,0,1,0,4,4
2038453,-73.9458305173,40.6740702311,1,0,1,2,2
2038529,-73.9885854449,40.742912843,1,0,0,4,4
2038612,-73.9113259323,40.7586066829,0,1,0,4,4
2038728,-73.861071432,40.728057335,0,2,3,1,3
2038935,-73.9051238096,40.8579882186,0,1,2,0,1
2039051,-73.999045596,40.6087872801,1,0,1,2,0
2039156,-73.9319221375,40.8542798383,0,1,2,0,1
2039179,-74.0028519411,40.5978711931,1,0,1,2,0
2039277,-73.9027196561,40.8704581285,0,1,2,0,1
2039359,-73.9645659321,40.6062758238,1,0,1,2,0
2039383,-73.9102446317,40.8806497829,0,1,2,0,1
2039420,-73.9582546824,40.6549360687,1,0,1,2,2
2039626,-74.0348337205,40.6152569754,1,0,1,3,5
2039661,-73.7746636878,40.6662510253,0,2,3,1,3
2039746,-74.1198398149,40.6343392262,1,0,1,3,5
2039797,-74.0307965151,40.6241375303,1,0,1,3,5
2039901,-73.9238297385,40.7680246094,0,1,0,4,4
2040041,-73.9563225744,40.7160312215,1,0,0,4,2
2040085,-74.1080800024,40.567646775,1,0,1,3,5
2040127,-73.9881866907,40.7733547634,0,1,0,4,4
2040424,-73.9732867988,40.6465222934,1,0,1,2,0
2040647,-74.0401021079,40.6193312756,1,0,1,3,5
2040692,-73.8260070006,40.756505747,0,2,3,1,3
2040811,-73.9740377312,40.642946011,1,0,1,2,0
2040895,-73.9132866911,40.8329080149,0,1,2,0,1
2040950,-73.9489903987,40.7800522161,0,1,0,4,4
2041067,-73.9345238341,40.6716654176,1,0,1,2,2
2041259,-73.9502844045,40.6573483075,1,0,1,2,2
2041300,-73.8176523261,40.8364386982,0,1,2,0,1
2041565,-73.8974573232,40.6674360952,1,2,3,2,2
2041764,-73.8649534092,40.827857928,0,1,2,0,1
2042007,-73.9630043941,40.8051004873,0,1,0,4,4
2042041,-73.923614829,40.7728387419,0,1,0,4,4
2042063,-74.0054977523,40.674692192,1,0,1,2,2
2042133,-73.9453712484,40.6318003643,1,0,1,2,0
2042259,-73.9818603482,40.6705435373,1,0,1,2,2
2042414,-74.0256635633,40.6345497763,1,0,1,3,5
2042539,-73.9816876371,40.7350180459,1,0,0,4,2
2042576,-73.8361119246,40.7058605375,0,2,3,1,3
2042701,-73.9694250125,40.801108793,0,1,0,4,4
2042810,-73.8767928238,40.8307009876,0,1,2,0,1
2042891,-73.9722965239,40.6274677479,1,0,1,2,0
2042897,-73.9795485948,40.6033919408,1,0,1,2,0
2042915,-73.9608860653,40.6726078796,1,0,1,2,2
2043127,-73.7452049061,40.7327394365,0,2,3,1,3
2043149,-73.927896847,40.8327808388,0,1,2,0,1
2043173,-73.999596006,40.7117823814,1,0,0,4,2
2043196,-73.9186505693,40.7580302021,0,1,0,4,4
2043321,-73.8345244721,40.7060504002,0,2,3,1,3
2043370,-73.9130128316,40.8074368134,0,1,2,0,4
2043447,-73.8895406784,40.7680078172,0,1,0,4,4
2043664,-73.835702925,40.5791247902,1,2,3,2,0
2043667,-73.9708778561,40.7909152463,0,1,0,4,4
2043787,-73.9280418647,40.7020351905,1,0,0,2,2
2043816,-73.9639908077,40.7043960806,1,0,0,4,2
2043870,-73.9409772689,40.6139268544,1,0,1,2,0
2044075,-73.953852023,40.7778831792,0,1,0,4,4
2044317,-73.9487146554,40.772394276,0,1,0,4,4
2044477,-73.8895661565,40.752642755,0,2,0,1,3
2044561,-73.823523073,40.7158520943,0,2,3,1,3
2044916,-73.963571818,40.804521531,0,1,0,4,4
2045138,-73.8743145939,40.8284394117,0,1,2,0,1
2045214,-73.9607738374,40.648895689,1,0,1,2,0
2045285,-73.9483419104,40.8014498533,0,1,0,4,4
2045294,-73.944057653,40.7547516471,0,1,0,4,4
2045307,-73.9218558681,40.862658521,0,1,2,0,1
2045483,-73.895016118,40.8672071453,0,1,2,0,1
2045487,-73.8561853416,40.8521846928,0,1,2,0,1
2045489,-73.7924752092,40.7632489692,0,2,3,1,3
2045582,-74.0826572337,40.6222262687,1,0,1,3,5
2045786,-73.9837185585,40.7373843281,1,0,0,4,2
2045789,-73.8715881899,40.7301830078,0,2,3,1,3
2045792,-73.8100901566,40.5877232184,1,2,3,1,3
2046034,-73.8741820707,40.8278189611,0,1,2,0,1
2046290,-73.9253269453,40.7431581867,0,1,0,4,4
2046572,-73.9316177231,40.7741612441,0,1,0,4,4
2046761,-73.8704628054,40.8673578546,0,1,2,0,1
2047162,-73.9360881742,40.7094892318,1,0,0,4,2
2047201,-73.7453204524,40.6014921423,1,2,3,1,3
2047234,-73.8272074397,40.7654444555,0,2,3,1,3
2047327,-73.9867639212,40.5748580549,1,0,1,2,0
2047390,-73.9877475238,40.76626231,0,1,0,4,4
2047619,-73.9184187342,40.7734362781,0,1,0,4,4
2047682,-73.8110952983,40.7287794275,0,2,3,1,3
2047999,-73.9230856997,40.7620762576,0,1,0,4,4
2048070,-73.8774612532,40.7463724825,0,2,3,1,3
2048229,-73.8485797148,40.6966991029,0,2,3,1,3
2048306,-73.9191710967,40.7574157454,0,1,0,4,4
2048395,-73.9917139159,40.7166046294,1,0,0,4,2
2048669,-73.9745225919,40.6471209368,1,0,1,2,0
2048693,-73.8236586105,40.7546110426,0,2,3,1,3
2048986,-73.9641041414,40.674769067,1,0,1,2,2
2049229,-74.0641822196,40.6119560716,1,0,1,3,5
2049245,-73.9405580747,40.69637988,1,0,0,2,2
2049265,-74.0786984032,40.6436493815,1,0,1,3,5
2049716,-73.9383985846,40.6995709092,1,0,0,2,2
2049882,-73.8827866984,40.8435689588,0,1,2,0,1
2049993,-73.931211556,40.8003649706,0,1,0,4,4
2050213,-73.9455944264,40.6629729842,1,0,1,2,2
2050265,-73.9978748925,40.6153226191,1,0,1,2,0
2050270,-73.9855675714,40.7805593992,0,1,0,4,4
2050304,-74.0789757046,40.6161134576,1,0,1,3,5
2050545,-73.9133266464,40.6995986759,1,2,0,2,2
2050561,-73.9539333198,40.8012875397,0,1,0,4,4
2050582,-74.0296661794,40.6340492619,1,0,1,3,5
2050811,-73.9965790827,40.7389911083,1,0,0,4,2
2050834,-73.9952160313,40.5744936588,1,0,1,2,0
2050936,-73.950633074,40.668349533,1,0,1,2,2
2051002,-73.9310043076,40.7563859266,0,1,0,4,4
2051171,-73.8640811226,40.6746751689,1,2,3,1,3
2051514,-73.9170935134,40.7648909528,0,1,0,4,4
2051602,-73.8623134149,40.8760792993,0,1,2,0,1
2051682,-73.9492425521,40.7476835784,0,1,0,4,4
2051753,-73.8816361744,40.7426769224,0,2,3,1,3
2051956,-73.9246131469,40.7712062792,0,1,0,4,4
2051957,-73.9538731875,40.8046662734,0,1,0,4,4
2052197,-73.9632146069,40.6534885172,1,0,1,2,2
2052850,-73.9788277122,40.6508217778,1,0,1,2,2
2052909,-73.9224024667,40.762915691,0,1,0,4,4
2052935,-73.9565897625,40.6159567236,1,0,1,2,0
2052936,-73.8832575629,40.8821214969,0,1,2,0,1
2053004,-73.9481121994,40.8320204413,0,1,2,0,4
2053283,-73.9848666183,40.7190110874,1,0,0,4,2
2053352,-73.9482274833,40.7813885622,0,1,0,4,4
2053594,-73.9379522333,40.6637870602,1,0,1,2,2
2053604,-73.9009541965,40.8784107498,0,1,2,0,1
2053782,-73.9599336398,40.6617931277,1,0,1,2,2
2053823,-73.8579783333,40.7387142004,0,2,3,1,3
2053916,-73.9539911792,40.8011887527,0,1,0,4,4
2053927,-73.9366740161,40.8255948401,0,1,2,0,4
2054306,-73.9583015466,40.6549168723,1,0,1,2,2
2054421,-73.9633486191,40.6522753662,1,0,1,2,2
2054449,-73.9416691596,40.7083366496,1,0,0,4,2
2054572,-73.9090841071,40.7667211437,0,1,0,4,4
2054924,-74.0820776506,40.6196054069,1,0,1,3,5
2055113,-73.9864931004,40.7748394805,0,1,0,4,4
2055119,-73.8523286363,40.7251040712,0,2,3,1,3
2055239,-73.8740566935,40.8272424335,0,1,2,0,1
2055417,-73.9201922461,40.7667513317,0,1,0,4,4
2055720,-73.8756161977,40.73717558,0,2,3,1,3
2056179,-73.9064405249,40.9036417312,0,1,2,0,1
2056251,-73.9492409122,40.6408901292,1,0,1,2,0
2056396,-73.9493902225,40.7718319032,0,1,0,4,4
2056458,-73.9705558168,40.6780124778,1,0,1,2,2
2056459,-73.7811200181,40.7803634137,0,2,3,1,3
2056492,-73.9539765457,40.6551814668,1,0,1,2,2
2056548,-73.7735414864,40.6729625678,0,2,3,1,3
2056686,-73.96630968,40.6905768788,1,0,0,2,2
2056786,-73.9798294481,40.7227349529,1,0,0,4,2
2056794,-73.9535772498,40.8094776562,0,1,0,4,4
2056812,-73.9208264648,40.8345300733,0,1,2,0,1
2057015,-73.7898758461,40.6946718307,0,2,3,1,3
2057225,-73.9180875046,40.7462630683,0,1,0,4,4
2057302,-73.877868303,40.7507260898,0,2,3,1,3
2057368,-73.9941729543,40.73004037,1,0,0,4,2
2057480,-73.8951849616,40.833488587,0,1,2,0,1
2057999,-73.864724569,40.9013168148,0,1,2,0,1
2058169,-73.8317090065,40.7040536156,0,2,3,1,3
2058600,-73.9509651958,40.6873023419,1,0,0,2,2
2058673,-74.0022102916,40.6860199807,1,0,1,2,2
2059413,-73.8606141769,40.8638688432,0,1,2,0,1
2059677,-73.9248689063,40.7653134866,0,1,0,4,4
2059818,-73.9525428505,40.8011085684,0,1,0,4,4
2060008,-73.9414203403,40.8437151924,0,1,2,0,1
2060053,-73.9513198968,40.6607769812,1,0,1,2,2
2060153,-73.9784438879,40.6118457087,1,0,1,2,0
2060189,-73.8647059028,40.86783706,0,1,2,0,1
