,X,Y,Z3,Z15,Z30
605,-73.8012771007,40.5994231013,1,1,1
606,-73.7912771007,40.5994231013,1,1,1
607,-73.7812771007,40.5994231013,1,1,1
608,-73.7712771007,40.5994231013,1,1,1
609,-73.7612771007,40.5994231013,1,1,1
610,-73.7512771007,40.5994231013,1,1,1
611,-73.7412771007,40.5994231013,1,1,1
612,-73.7312771007,40.5994231013,0,1,1
613,-73.7212771007,40.5994231013,0,1,1
614,-73.7112771007,40.5994231013,0,1,1
615,-73.7012771007,40.5994231013,0,1,1
616,-74.2512771007,40.6094231013,1,1,1
617,-74.2412771007,40.6094231013,1,1,1
618,-74.2312771007,40.6094231013,1,1,1
619,-74.2212771007,40.6094231013,1,1,1
620,-74.2112771007,40.6094231013,1,1,1
621,-74.2012771007,40.6094231013,1,1,1
622,-74.1912771007,40.6094231013,1,1,1
623,-74.1812771007,40.6094231013,1,1,1
624,-74.1712771007,40.6094231013,1,1,1
625,-74.1612771007,40.6094231013,1,1,1
626,-74.1512771007,40.6094231013,1,0,1
627,-74.1412771007,40.6094231013,2,1,1
628,-74.1312771007,40.6094231013,0,1,1
629,-74.1212771007,40.6094231013,1,1,1
630,-74.1112771007,40.6094231013,0,1,1
631,-74.1012771007,40.6094231013,0,1,1
632,-74.0912771007,40.6094231013,0,1,1
633,-74.0812771007,40.6094231013,1,0,0
634,-74.0712771007,40.6094231013,1,1,1
635,-74.0612771007,40.6094231013,1,1,1
636,-74.0512771007,40.6094231013,1,1,1
637,-74.0412771007,40.6094231013,1,1,1
638,-74.0312771007,40.6094231013,1,1,1
639,-74.0212771007,40.6094231013,1,1,1
640,-74.0112771007,40.6094231013,0,1,1
641,-74.0012771007,40.6094231013,0,0,0
642,-73.9912771007,40.6094231013,1,1,1
643,-73.9812771007,40.6094231013,1,1,0
644,-73.9712771007,40.6094231013,1,1,1
645,-73.9612771007,40.6094231013,1,1,1
646,-73.9512771007,40.6094231013,2,2,2
647,-73.9412771007,40.6094231013,1,1,1
648,-73.9312771007,40.6094231013,2,1,1
649,-73.9212771007,40.6094231013,1,1,1
650,-73.9112771007,40.6094231013,0,1,1
651,-73.9012771007,40.6094231013,1,1,1
652,-73.8912771007,40.6094231013,1,1,1
653,-73.8812771007,40.6094231013,1,1,1
654,-73.8712771007,40.6094231013,1,1,1
655,-73.8612771007,40.6094231013,1,1,1
656,-73.8512771007,40.6094231013,1,1,1
657,-73.8412771007,40.6094231013,1,1,1
658,-73.8312771007,40.6094231013,0,1,1
659,-73.8212771007,40.6094231013,0,1,1
660,-73.8112771007,40.6094231013,2,1,1
661,-73.8012771007,40.6094231013,1,1,1
662,-73.7912771007,40.6094231013,1,0,0
663,-73.7812771007,40.6094231013,1,1,1
664,-73.7712771007,40.6094231013,1,1,1
665,-73.7612771007,40.6094231013,1,1,1
666,-73.7512771007,40.6094231013,1,1,1
667,-73.7412771007,40.6094231013,1,1,1
668,-73.7312771007,40.6094231013,1,1,1
669,-73.7212771007,40.6094231013,0,1,1
670,-73.7112771007,40.6094231013,0,1,1
671,-73.7012771007,40.6094231013,0,1,1
672,-74.2512771007,40.6194231013,1,1,1
673,-74.2412771007,40.6194231013,1,1,1
674,-74.2312771007,40.6194231013,1,1,1
675,-74.2212771007,40.6194231013,1,1,1
676,-74.2112771007,40.6194231013,1,1,1
677,-74.2012771007,40.6194231013,1,1,1
678,-74.1912771007,40.6194231013,1,1,1
679,-74.1812771007,40.6194231013,1,1,1
680,-74.1712771007,40.6194231013,0,1,1
681,-74.1612771007,40.6194231013,1,1,1
682,-74.1512771007,40.6194231013,1,1,1
683,-74.1412771007,40.6194231013,0,1,1
684,-74.1312771007,40.6194231013,1,1,1
685,-74.1212771007,40.6194231013,1,1,1
686,-74.1112771007,40.6194231013,1,1,1
687,-74.1012771007,40.6194231013,1,1,1
688,-74.0912771007,40.6194231013,1,1,1
689,-74.0812771007,40.6194231013,1,1,1
690,-74.0712771007,40.6194231013,2,2,1
691,-74.0612771007,40.6194231013,1,1,1
692,-74.0512771007,40.6194231013,2,0,0
693,-74.0412771007,40.6194231013,2,0,1
694,-74.0312771007,40.6194231013,0,1,1
695,-74.0212771007,40.6194231013,1,1,0
696,-74.0112771007,40.6194231013,0,0,1
697,-74.0012771007,40.6194231013,1,1,1
698,-73.9912771007,40.6194231013,1,1,1
699,-73.9812771007,40.6194231013,1,1,1
700,-73.9712771007,40.6194231013,1,1,0
701,-73.9612771007,40.6194231013,1,0,1
702,-73.9512771007,40.6194231013,0,0,0
703,-73.9412771007,40.6194231013,1,1,0
704,-73.9312771007,40.6194231013,1,1,1
705,-73.9212771007,40.6194231013,1,1,1
706,-73.9112771007,40.6194231013,0,1,1
707,-73.9012771007,40.6194231013,0,1,1
708,-73.8912771007,40.6194231013,1,1,1
709,-73.8812771007,40.6194231013,1,1,1
710,-73.8712771007,40.6194231013,1,1,1
711,-73.8612771007,40.6194231013,1,1,1
712,-73.8512771007,40.6194231013,1,1,1
713,-73.8412771007,40.6194231013,0,1,1
714,-73.8312771007,40.6194231013,0,1,1
715,-73.8212771007,40.6194231013,1,1,1
716,-73.8112771007,40.6194231013,2,1,1
717,-73.8012771007,40.6194231013,1,1,1
718,-73.7912771007,40.6194231013,1,1,1
719,-73.7812771007,40.6194231013,1,1,1
720,-73.7712771007,40.6194231013,1,1,1
721,-73.7612771007,40.6194231013,1,1,1
722,-73.7512771007,40.6194231013,1,1,1
723,-73.7412771007,40.6194231013,1,1,1
724,-73.7312771007,40.6194231013,1,0,1
725,-73.7212771007,40.6194231013,1,1,1
726,-73.7112771007,40.6194231013,1,1,1
727,-73.7012771007,40.6194231013,1,1,1
728,-74.2512771007,40.6294231013,1,1,1
729,-74.2412771007,40.6294231013,1,1,1
730,-74.2312771007,40.6294231013,1,1,1
731,-74.2212771007,40.6294231013,1,1,1
732,-74.2112771007,40.6294231013,1,1,1
733,-74.2012771007,40.6294231013,1,1,1
734,-74.1912771007,40.6294231013,1,1,1
735,-74.1812771007,40.6294231013,1,1,1
736,-74.1712771007,40.6294231013,1,1,1
737,-74.1612771007,40.6294231013,0,1,1
738,-74.1512771007,40.6294231013,1,1,1
739,-74.1412771007,40.6294231013,0,1,1
740,-74.1312771007,40.6294231013,1,1,1
741,-74.1212771007,40.6294231013,1,1,1
742,-74.1112771007,40.6294231013,1,1,1
743,-74.1012771007,40.6294231013,1,1,1
744,-74.0912771007,40.6294231013,0,1,1
745,-74.0812771007,40.6294231013,0,1,1
746,-74.0712771007,40.6294231013,1,1,1
747,-74.0612771007,40.6294231013,1,1,1
748,-74.0512771007,40.6294231013,1,1,1
749,-74.0412771007,40.6294231013,0,0,1
750,-74.0312771007,40.6294231013,1,1,1
751,-74.0212771007,40.6294231013,0,1,0
752,-74.0112771007,40.6294231013,0,0,0
753,-74.0012771007,40.6294231013,1,1,0
754,-73.9912771007,40.6294231013,0,0,0
755,-73.9812771007,40.6294231013,1,1,1
756,-73.9712771007,40.6294231013,0,1,1
757,-73.9612771007,40.6294231013,1,1,1
758,-73.9512771007,40.6294231013,0,1,1
759,-73.9412771007,40.6294231013,2,0,0
760,-73.9312771007,40.6294231013,1,1,1
761,-73.9212771007,40.6294231013,1,1,1
762,-73.9112771007,40.6294231013,0,1,1
763,-73.9012771007,40.6294231013,1,1,1
764,-73.8912771007,40.6294231013,1,1,1
765,-73.8812771007,40.6294231013,1,1,1
766,-73.8712771007,40.6294231013,1,1,1
767,-73.8612771007,40.6294231013,0,0,1
768,-73.8512771007,40.6294231013,1,1,1
769,-73.8412771007,40.6294231013,1,1,1
770,-73.8312771007,40.6294231013,1,1,1
771,-73.8212771007,40.6294231013,1,1,1
772,-73.8112771007,40.6294231013,1,1,1
773,-73.8012771007,40.6294231013,2,1,1
774,-73.7912771007,40.6294231013,1,1,1
775,-73.7812771007,40.6294231013,1,1,1
776,-73.7712771007,40.6294231013,1,1,1
777,-73.7612771007,40.6294231013,1,1,1
778,-73.7512771007,40.6294231013,1,1,1
779,-73.7412771007,40.6294231013,1,1,1
780,-73.7312771007,40.6294231013,1,1,1
781,-73.7212771007,40.6294231013,1,1,1
782,-73.7112771007,40.6294231013,1,1,1
783,-73.7012771007,40.6294231013,1,1,1
784,-74.2512771007,40.6394231013,1,1,1
785,-74.2412771007,40.6394231013,1,1,1
786,-74.2312771007,40.6394231013,1,1,1
787,-74.2212771007,40.6394231013,1,1,1
788,-74.2112771007,40.6394231013,1,1,1
789,-74.2012771007,40.6394231013,1,1,1
790,-74.1912771007,40.6394231013,1,1,1
791,-74.1812771007,40.6394231013,1,1,1
792,-74.1712771007,40.6394231013,1,1,1
793,-74.1612771007,40.6394231013,1,1,1
794,-74.1512771007,40.6394231013,1,1,1
795,-74.1412771007,40.6394231013,1,1,1
796,-74.1312771007,40.6394231013,1,1,1
797,-74.1212771007,40.6394231013,0,0,0
798,-74.1112771007,40.6394231013,1,1,1
799,-74.1012771007,40.6394231013,2,1,2
800,-74.0912771007,40.6394231013,1,1,1
801,-74.0812771007,40.6394231013,1,1,1
802,-74.0712771007,40.6394231013,1,1,1
803,-74.0612771007,40.6394231013,0,1,1
804,-74.0512771007,40.6394231013,2,2,0
805,-74.0412771007,40.6394231013,2,2,0
806,-74.0312771007,40.6394231013,1,1,1
807,-74.0212771007,40.6394231013,1,1,0
808,-74.0112771007,40.6394231013,1,1,1
809,-74.0012771007,40.6394231013,1,0,0
810,-73.9912771007,40.6394231013,0,0,0
811,-73.9812771007,40.6394231013,1,1,1
812,-73.9712771007,40.6394231013,0,0,1
813,-73.9612771007,40.6394231013,1,1,1
814,-73.9512771007,40.6394231013,1,1,1
815,-73.9412771007,40.6394231013,1,0,0
816,-73.9312771007,40.6394231013,1,1,1
817,-73.9212771007,40.6394231013,1,1,1
818,-73.9112771007,40.6394231013,1,1,1
819,-73.9012771007,40.6394231013,1,1,1
820,-73.8912771007,40.6394231013,1,1,1
821,-73.8812771007,40.6394231013,1,1,1
822,-73.8712771007,40.6394231013,0,1,1
823,-73.8612771007,40.6394231013,0,1,1
824,-73.8512771007,40.6394231013,0,1,1
825,-73.8412771007,40.6394231013,1,1,1
826,-73.8312771007,40.6394231013,2,1,1
827,-73.8212771007,40.6394231013,1,1,1
828,-73.8112771007,40.6394231013,1,1,1
829,-73.8012771007,40.6394231013,1,1,1
830,-73.7912771007,40.6394231013,1,1,1
831,-73.7812771007,40.6394231013,1,1,1
832,-73.7712771007,40.6394231013,1,1,1
833,-73.7612771007,40.6394231013,1,1,1
834,-73.7512771007,40.6394231013,1,1,1
835,-73.7412771007,40.6394231013,1,1,1
836,-73.7312771007,40.6394231013,1,1,1
837,-73.7212771007,40.6394231013,1,1,1
838,-73.7112771007,40.6394231013,1,1,1
839,-73.7012771007,40.6394231013,1,1,1
840,-74.2512771007,40.6494231013,1,1,1
841,-74.2412771007,40.6494231013,1,1,1
842,-74.2312771007,40.6494231013,1,1,1
843,-74.2212771007,40.6494231013,1,1,1
844,-74.2112771007,40.6494231013,1,1,1
845,-74.2012771007,40.6494231013,1,1,1
846,-74.1912771007,40.6494231013,1,1,1
847,-74.1812771007,40.6494231013,1,1,1
848,-74.1712771007,40.6494231013,1,1,1
849,-74.1612771007,40.6494231013,1,1,1
850,-74.1512771007,40.6494231013,1,1,1
851,-74.1412771007,40.6494231013,1,1,1
852,-74.1312771007,40.6494231013,1,1,1
853,-74.1212771007,40.6494231013,1,0,0
854,-74.1112771007,40.6494231013,1,1,1
855,-74.1012771007,40.6494231013,1,1,1
856,-74.0912771007,40.6494231013,1,1,1
857,-74.0812771007,40.6494231013,1,1,1
858,-74.0712771007,40.6494231013,1,1,1
859,-74.0612771007,40.6494231013,0,1,1
860,-74.0512771007,40.6494231013,2,2,0
861,-74.0412771007,40.6494231013,1,0,0
862,-74.0312771007,40.6494231013,1,1,1
863,-74.0212771007,40.6494231013,1,1,1
864,-74.0112771007,40.6494231013,1,1,1
865,-74.0012771007,40.6494231013,0,2,2
866,-73.9912771007,40.6494231013,1,1,1
867,-73.9812771007,40.6494231013,1,2,2
868,-73.9712771007,40.6494231013,1,1,1
869,-73.9612771007,40.6494231013,1,1,1
870,-73.9512771007,40.6494231013,1,1,1
871,-73.9412771007,40.6494231013,1,1,1
872,-73.9312771007,40.6494231013,1,1,1
873,-73.9212771007,40.6494231013,1,1,1
874,-73.9112771007,40.6494231013,1,1,1
875,-73.9012771007,40.6494231013,1,1,1
876,-73.8912771007,40.6494231013,1,1,1
877,-73.8812771007,40.6494231013,1,0,0
878,-73.8712771007,40.6494231013,1,1,1
879,-73.8612771007,40.6494231013,1,1,1
880,-73.8512771007,40.6494231013,0,1,1
881,-73.8412771007,40.6494231013,1,1,1
882,-73.8312771007,40.6494231013,0,1,1
883,-73.8212771007,40.6494231013,1,1,1
884,-73.8112771007,40.6494231013,1,1,1
885,-73.8012771007,40.6494231013,1,1,1
886,-73.7912771007,40.6494231013,1,1,1
887,-73.7812771007,40.6494231013,1,1,1
888,-73.7712771007,40.6494231013,1,1,1
889,-73.7612771007,40.6494231013,1,1,1
890,-73.7512771007,40.6494231013,1,1,1
891,-73.7412771007,40.6494231013,1,1,1
892,-73.7312771007,40.6494231013,1,1,1
893,-73.7212771007,40.6494231013,1,1,1
894,-73.7112771007,40.6494231013,1,1,1
895,-73.7012771007,40.6494231013,1,1,1
896,-74.2512771007,40.6594231013,1,1,1
897,-74.2412771007,40.6594231013,1,1,1
898,-74.2312771007,40.6594231013,1,1,1
899,-74.2212771007,40.6594231013,1,1,1
900,-74.2112771007,40.6594231013,1,1,1
901,-74.2012771007,40.6594231013,1,1,1
902,-74.1912771007,40.6594231013,1,1,1
903,-74.1812771007,40.6594231013,1,1,1
904,-74.1712771007,40.6594231013,1,1,1
905,-74.1612771007,40.6594231013,1,1,1
906,-74.1512771007,40.6594231013,1,1,1
907,-74.1412771007,40.6594231013,1,1,1
908,-74.1312771007,40.6594231013,1,1,1
909,-74.1212771007,40.6594231013,1,1,0
910,-74.1112771007,40.6594231013,1,1,1
911,-74.1012771007,40.6594231013,1,1,1
912,-74.0912771007,40.6594231013,1,1,1
913,-74.0812771007,40.6594231013,1,1,1
914,-74.0712771007,40.6594231013,1,1,1
915,-74.0612771007,40.6594231013,0,1,1
916,-74.0512771007,40.6594231013,1,2,0
917,-74.0412771007,40.6594231013,1,1,1
918,-74.0312771007,40.6594231013,1,1,1
919,-74.0212771007,40.6594231013,0,1,1
920,-74.0112771007,40.6594231013,1,1,1
921,-74.0012771007,40.6594231013,1,1,1
922,-73.9912771007,40.6594231013,1,1,1
923,-73.9812771007,40.6594231013,1,1,1
924,-73.9712771007,40.6594231013,1,1,1
925,-73.9612771007,40.6594231013,1,1,1
926,-73.9512771007,40.6594231013,1,1,1
927,-73.9412771007,40.6594231013,0,1,1
928,-73.9312771007,40.6594231013,1,1,1
929,-73.9212771007,40.6594231013,1,1,1
930,-73.9112771007,40.6594231013,1,0,1
931,-73.9012771007,40.6594231013,1,1,1
932,-73.8912771007,40.6594231013,1,1,1
933,-73.8812771007,40.6594231013,1,2,0
934,-73.8712771007,40.6594231013,1,1,1
935,-73.8612771007,40.6594231013,1,1,0
936,-73.8512771007,40.6594231013,1,1,1
937,-73.8412771007,40.6594231013,1,1,1
938,-73.8312771007,40.6594231013,1,1,1
939,-73.8212771007,40.6594231013,1,1,1
940,-73.8112771007,40.6594231013,1,1,1
941,-73.8012771007,40.6594231013,1,1,1
942,-73.7912771007,40.6594231013,1,1,1
943,-73.7812771007,40.6594231013,1,1,0
944,-73.7712771007,40.6594231013,1,1,1
945,-73.7612771007,40.6594231013,1,1,1
946,-73.7512771007,40.6594231013,1,1,1
947,-73.7412771007,40.6594231013,1,1,1
948,-73.7312771007,40.6594231013,1,1,1
949,-73.7212771007,40.6594231013,1,1,1
950,-73.7112771007,40.6594231013,1,1,1
951,-73.7012771007,40.6594231013,1,1,1
952,-74.2512771007,40.6694231013,1,1,1
953,-74.2412771007,40.6694231013,1,1,1
954,-74.2312771007,40.6694231013,1,1,1
955,-74.2212771007,40.6694231013,1,1,1
956,-74.2112771007,40.6694231013,1,1,1
957,-74.2012771007,40.6694231013,1,1,1
958,-74.1912771007,40.6694231013,1,1,1
959,-74.1812771007,40.6694231013,1,1,1
960,-74.1712771007,40.6694231013,1,1,1
961,-74.1612771007,40.6694231013,1,1,1
962,-74.1512771007,40.6694231013,1,1,1
963,-74.1412771007,40.6694231013,1,1,1
964,-74.1312771007,40.6694231013,1,1,1
965,-74.1212771007,40.6694231013,1,1,0
966,-74.1112771007,40.6694231013,1,1,1
967,-74.1012771007,40.6694231013,1,1,1
968,-74.0912771007,40.6694231013,1,1,1
969,-74.0812771007,40.6694231013,1,1,1
970,-74.0712771007,40.6694231013,1,1,1
971,-74.0612771007,40.6694231013,1,1,1
972,-74.0512771007,40.6694231013,1,1,2
973,-74.0412771007,40.6694231013,1,1,1
974,-74.0312771007,40.6694231013,1,1,1
975,-74.0212771007,40.6694231013,1,0,1
976,-74.0112771007,40.6694231013,1,1,1
977,-74.0012771007,40.6694231013,1,0,0
978,-73.9912771007,40.6694231013,0,0,1
979,-73.9812771007,40.6694231013,1,1,1
980,-73.9712771007,40.6694231013,1,1,1
981,-73.9612771007,40.6694231013,1,1,1
982,-73.9512771007,40.6694231013,1,1,0
983,-73.9412771007,40.6694231013,1,1,1
984,-73.9312771007,40.6694231013,1,1,1
985,-73.9212771007,40.6694231013,1,1,1
986,-73.9112771007,40.6694231013,1,1,1
987,-73.9012771007,40.6694231013,1,1,1
988,-73.8912771007,40.6694231013,1,1,1
989,-73.8812771007,40.6694231013,1,1,1
990,-73.8712771007,40.6694231013,1,1,1
991,-73.8612771007,40.6694231013,1,1,1
992,-73.8512771007,40.6694231013,0,1,1
993,-73.8412771007,40.6694231013,1,1,1
994,-73.8312771007,40.6694231013,1,1,1
995,-73.8212771007,40.6694231013,1,1,1
996,-73.8112771007,40.6694231013,1,1,1
997,-73.8012771007,40.6694231013,0,1,1
998,-73.7912771007,40.6694231013,1,1,1
999,-73.7812771007,40.6694231013,1,1,0
1000,-73.7712771007,40.6694231013,1,1,1
1001,-73.7612771007,40.6694231013,1,1,1
1002,-73.7512771007,40.6694231013,1,1,1
1003,-73.7412771007,40.6694231013,1,1,1
1004,-73.7312771007,40.6694231013,1,1,1
1005,-73.7212771007,40.6694231013,1,1,1
1006,-73.7112771007,40.6694231013,1,1,1
1007,-73.7012771007,40.6694231013,1,1,1
1008,-74.2512771007,40.6794231013,1,1,1
1009,-74.2412771007,40.6794231013,1,1,1
1010,-74.2312771007,40.6794231013,1,1,1
1011,-74.2212771007,40.6794231013,1,1,1
1012,-74.2112771007,40.6794231013,1,1,1
1013,-74.2012771007,40.6794231013,1,1,1
1014,-74.1912771007,40.6794231013,1,1,1
1015,-74.1812771007,40.6794231013,1,1,1
1016,-74.1712771007,40.6794231013,1,1,1
1017,-74.1612771007,40.6794231013,1,1,1
1018,-74.1512771007,40.6794231013,1,1,1
1019,-74.1412771007,40.6794231013,1,1,1
1020,-74.1312771007,40.6794231013,1,1,1
1021,-74.1212771007,40.6794231013,1,1,0
1022,-74.1112771007,40.6794231013,1,1,1
1023,-74.1012771007,40.6794231013,1,1,1
1024,-74.0912771007,40.6794231013,1,1,1
1025,-74.0812771007,40.6794231013,1,1,1
1026,-74.0712771007,40.6794231013,1,1,1
1027,-74.0612771007,40.6794231013,1,1,1
1028,-74.0512771007,40.6794231013,1,1,1
1029,-74.0412771007,40.6794231013,1,1,1
1030,-74.0312771007,40.6794231013,1,1,1
1031,-74.0212771007,40.6794231013,1,1,1
1032,-74.0112771007,40.6794231013,1,1,1
1033,-74.0012771007,40.6794231013,1,1,0
1034,-73.9912771007,40.6794231013,1,1,0
1035,-73.9812771007,40.6794231013,1,1,1
1036,-73.9712771007,40.6794231013,1,0,0
1037,-73.9612771007,40.6794231013,1,1,1
1038,-73.9512771007,40.6794231013,1,1,1
1039,-73.9412771007,40.6794231013,1,0,0
1040,-73.9312771007,40.6794231013,1,1,1
1041,-73.9212771007,40.6794231013,1,1,1
1042,-73.9112771007,40.6794231013,1,1,1
1043,-73.9012771007,40.6794231013,1,1,1
1044,-73.8912771007,40.6794231013,1,1,1
1045,-73.8812771007,40.6794231013,1,1,1
1046,-73.8712771007,40.6794231013,1,1,1
1047,-73.8612771007,40.6794231013,1,1,1
1048,-73.8512771007,40.6794231013,1,1,1
1049,-73.8412771007,40.6794231013,1,1,1
1050,-73.8312771007,40.6794231013,1,1,1
1051,-73.8212771007,40.6794231013,1,1,1
1052,-73.8112771007,40.6794231013,1,1,1
1053,-73.8012771007,40.6794231013,1,1,1
1054,-73.7912771007,40.6794231013,1,1,1
1055,-73.7812771007,40.6794231013,1,1,1
1056,-73.7712771007,40.6794231013,1,1,1
1057,-73.7612771007,40.6794231013,1,1,1
1058,-73.7512771007,40.6794231013,1,1,1
1059,-73.7412771007,40.6794231013,1,1,1
1060,-73.7312771007,40.6794231013,1,1,1
1061,-73.7212771007,40.6794231013,1,1,1
1062,-73.7112771007,40.6794231013,1,1,1
1063,-73.7012771007,40.6794231013,1,1,1
1064,-74.2512771007,40.6894231013,1,1,1
1065,-74.2412771007,40.6894231013,1,1,1
1066,-74.2312771007,40.6894231013,1,1,1
1067,-74.2212771007,40.6894231013,1,1,1
1068,-74.2112771007,40.6894231013,1,1,1
1069,-74.2012771007,40.6894231013,1,1,1
1070,-74.1912771007,40.6894231013,1,1,1
1071,-74.1812771007,40.6894231013,1,1,1
1072,-74.1712771007,40.6894231013,1,1,1
1073,-74.1612771007,40.6894231013,1,1,1
1074,-74.1512771007,40.6894231013,1,1,1
1075,-74.1412771007,40.6894231013,1,1,1
1076,-74.1312771007,40.6894231013,1,1,1
1077,-74.1212771007,40.6894231013,1,1,1
1078,-74.1112771007,40.6894231013,1,1,1
1079,-74.1012771007,40.6894231013,1,1,1
1080,-74.0912771007,40.6894231013,1,1,1
1081,-74.0812771007,40.6894231013,1,1,1
1082,-74.0712771007,40.6894231013,1,1,1
1083,-74.0612771007,40.6894231013,2,1,1
1084,-74.0512771007,40.6894231013,1,1,1
1085,-74.0412771007,40.6894231013,1,1,1
1086,-74.0312771007,40.6894231013,1,1,1
1087,-74.0212771007,40.6894231013,1,1,1
1088,-74.0112771007,40.6894231013,1,1,1
1089,-74.0012771007,40.6894231013,1,0,1
1090,-73.9912771007,40.6894231013,1,1,1
1091,-73.9812771007,40.6894231013,1,1,1
1092,-73.9712771007,40.6894231013,1,1,1
1093,-73.9612771007,40.6894231013,1,1,1
1094,-73.9512771007,40.6894231013,1,1,1
1095,-73.9412771007,40.6894231013,1,1,1
1096,-73.9312771007,40.6894231013,1,1,1
1097,-73.9212771007,40.6894231013,1,1,1
1098,-73.9112771007,40.6894231013,1,1,1
1099,-73.9012771007,40.6894231013,1,1,1
1100,-73.8912771007,40.6894231013,1,1,1
1101,-73.8812771007,40.6894231013,1,1,1
1102,-73.8712771007,40.6894231013,1,1,1
1103,-73.8612771007,40.6894231013,0,1,1
1104,-73.8512771007,40.6894231013,1,1,1
1105,-73.8412771007,40.6894231013,1,1,1
1106,-73.8312771007,40.6894231013,1,1,1
1107,-73.8212771007,40.6894231013,1,1,1
1108,-73.8112771007,40.6894231013,1,1,1
1109,-73.8012771007,40.6894231013,1,1,1
1110,-73.7912771007,40.6894231013,1,1,1
1111,-73.7812771007,40.6894231013,1,1,1
1112,-73.7712771007,40.6894231013,1,1,1
1113,-73.7612771007,40.6894231013,1,1,1
1114,-73.7512771007,40.6894231013,1,1,1
1115,-73.7412771007,40.6894231013,1,1,1
1116,-73.7312771007,40.6894231013,1,1,1
1117,-73.7212771007,40.6894231013,1,1,1
1118,-73.7112771007,40.6894231013,1,1,1
1119,-73.7012771007,40.6894231013,1,1,1
1120,-74.2512771007,40.6994231013,1,1,1
1121,-74.2412771007,40.6994231013,1,1,1
1122,-74.2312771007,40.6994231013,1,1,1
1123,-74.2212771007,40.6994231013,1,1,1
1124,-74.2112771007,40.6994231013,1,1,1
1125,-74.2012771007,40.6994231013,1,1,1
1126,-74.1912771007,40.6994231013,1,1,1
1127,-74.1812771007,40.6994231013,1,1,1
1128,-74.1712771007,40.6994231013,1,1,1
1129,-74.1612771007,40.6994231013,1,1,1
1130,-74.1512771007,40.6994231013,1,1,1
1131,-74.1412771007,40.6994231013,1,1,1
1132,-74.1312771007,40.6994231013,1,1,1
1133,-74.1212771007,40.6994231013,1,1,1
1134,-74.1112771007,40.6994231013,1,1,1
1135,-74.1012771007,40.6994231013,1,1,1
1136,-74.0912771007,40.6994231013,1,1,1
1137,-74.0812771007,40.6994231013,1,1,1
1138,-74.0712771007,40.6994231013,1,1,1
1139,-74.0612771007,40.6994231013,1,1,0
1140,-74.0512771007,40.6994231013,0,1,0
1141,-74.0412771007,40.6994231013,0,1,0
1142,-74.0312771007,40.6994231013,0,1,1
1143,-74.0212771007,40.6994231013,2,1,1
1144,-74.0112771007,40.6994231013,0,0,0
1145,-74.0012771007,40.6994231013,0,1,1
1146,-73.9912771007,40.6994231013,0,2,0
1147,-73.9812771007,40.6994231013,0,0,0
1148,-73.9712771007,40.6994231013,1,1,1
1149,-73.9612771007,40.6994231013,1,1,1
1150,-73.9512771007,40.6994231013,1,1,1
1151,-73.9412771007,40.6994231013,1,1,1
1152,-73.9312771007,40.6994231013,1,1,1
1153,-73.9212771007,40.6994231013,1,1,1
1154,-73.9112771007,40.6994231013,1,1,1
1155,-73.9012771007,40.6994231013,1,0,1
1156,-73.8912771007,40.6994231013,1,1,1
1157,-73.8812771007,40.6994231013,0,1,1
1158,-73.8712771007,40.6994231013,1,1,1
1159,-73.8612771007,40.6994231013,0,0,1
1160,-73.8512771007,40.6994231013,0,1,1
1161,-73.8412771007,40.6994231013,1,1,1
1162,-73.8312771007,40.6994231013,1,1,1
1163,-73.8212771007,40.6994231013,1,1,1
1164,-73.8112771007,40.6994231013,1,1,1
1165,-73.8012771007,40.6994231013,1,1,1
1166,-73.7912771007,40.6994231013,1,1,1
1167,-73.7812771007,40.6994231013,1,1,1
1168,-73.7712771007,40.6994231013,1,1,1
1169,-73.7612771007,40.6994231013,1,1,1
1170,-73.7512771007,40.6994231013,1,1,1
1171,-73.7412771007,40.6994231013,1,1,1
1172,-73.7312771007,40.6994231013,1,1,1
1173,-73.7212771007,40.6994231013,1,1,1
1174,-73.7112771007,40.6994231013,1,1,1
1175,-73.7012771007,40.6994231013,1,1,1
1176,-74.2512771007,40.7094231013,1,1,1
1177,-74.2412771007,40.7094231013,1,1,1
1178,-74.2312771007,40.7094231013,1,1,1
1179,-74.2212771007,40.7094231013,1,1,1
1180,-74.2112771007,40.7094231013,1,1,1
1181,-74.2012771007,40.7094231013,1,1,1
1182,-74.1912771007,40.7094231013,1,1,1
1183,-74.1812771007,40.7094231013,1,1,1
1184,-74.1712771007,40.7094231013,1,1,1
1185,-74.1612771007,40.7094231013,1,1,1
1186,-74.1512771007,40.7094231013,1,1,1
1187,-74.1412771007,40.7094231013,1,1,1
1188,-74.1312771007,40.7094231013,1,1,1
1189,-74.1212771007,40.7094231013,1,1,1
1190,-74.1112771007,40.7094231013,1,1,1
1191,-74.1012771007,40.7094231013,1,1,1
1192,-74.0912771007,40.7094231013,1,1,1
1193,-74.0812771007,40.7094231013,1,1,1
1194,-74.0712771007,40.7094231013,0,0,0
1195,-74.0612771007,40.7094231013,0,0,0
1196,-74.0512771007,40.7094231013,0,1,0
1197,-74.0412771007,40.7094231013,0,1,0
1198,-74.0312771007,40.7094231013,0,1,0
1199,-74.0212771007,40.7094231013,0,1,0
1200,-74.0112771007,40.7094231013,0,1,1
1201,-74.0012771007,40.7094231013,0,0,0
1202,-73.9912771007,40.7094231013,1,1,1
1203,-73.9812771007,40.7094231013,1,0,0
