,X,Y,Z3,Z15,Z30
604,-73.7106958083,40.5994231013,0,1,1
605,-74.2506958083,40.6094231013,1,2,2
606,-74.2406958083,40.6094231013,1,2,2
607,-74.2306958083,40.6094231013,1,2,2
608,-74.2206958083,40.6094231013,1,1,2
609,-74.2106958083,40.6094231013,1,1,1
610,-74.2006958083,40.6094231013,1,1,1
611,-74.1906958083,40.6094231013,1,1,1
612,-74.1806958083,40.6094231013,1,1,1
613,-74.1706958083,40.6094231013,0,1,1
614,-74.1606958083,40.6094231013,2,0,1
615,-74.1506958083,40.6094231013,2,2,2
616,-74.1406958083,40.6094231013,2,2,2
617,-74.1306958083,40.6094231013,1,1,2
618,-74.1206958083,40.6094231013,2,0,2
619,-74.1106958083,40.6094231013,0,1,1
620,-74.1006958083,40.6094231013,0,1,1
621,-74.0906958083,40.6094231013,0,1,1
622,-74.0806958083,40.6094231013,0,0,0
623,-74.0706958083,40.6094231013,1,2,2
624,-74.0606958083,40.6094231013,2,2,2
625,-74.0506958083,40.6094231013,1,2,2
626,-74.0406958083,40.6094231013,0,0,2
627,-74.0306958083,40.6094231013,2,1,2
628,-74.0206958083,40.6094231013,0,2,2
629,-74.0106958083,40.6094231013,0,0,2
630,-74.0006958083,40.6094231013,0,0,0
631,-73.9906958083,40.6094231013,2,1,2
632,-73.9806958083,40.6094231013,2,2,2
633,-73.9706958083,40.6094231013,0,0,0
634,-73.9606958083,40.6094231013,1,2,2
635,-73.9506958083,40.6094231013,2,2,2
636,-73.9406958083,40.6094231013,1,2,0
637,-73.9306958083,40.6094231013,2,2,2
638,-73.9206958083,40.6094231013,1,1,1
639,-73.9106958083,40.6094231013,1,1,1
640,-73.9006958083,40.6094231013,1,2,2
641,-73.8906958083,40.6094231013,2,2,2
642,-73.8806958083,40.6094231013,2,2,2
643,-73.8706958083,40.6094231013,1,1,2
644,-73.8606958083,40.6094231013,2,1,2
645,-73.8506958083,40.6094231013,0,2,2
646,-73.8406958083,40.6094231013,0,0,1
647,-73.8306958083,40.6094231013,2,1,1
648,-73.8206958083,40.6094231013,2,1,1
649,-73.8106958083,40.6094231013,2,1,1
650,-73.8006958083,40.6094231013,1,1,0
651,-73.7906958083,40.6094231013,0,0,0
652,-73.7806958083,40.6094231013,0,0,0
653,-73.7706958083,40.6094231013,1,1,1
654,-73.7606958083,40.6094231013,1,1,1
655,-73.7506958083,40.6094231013,0,0,0
656,-73.7406958083,40.6094231013,1,0,0
657,-73.7306958083,40.6094231013,1,1,0
658,-73.7206958083,40.6094231013,0,0,0
659,-73.7106958083,40.6094231013,0,1,0
660,-74.2506958083,40.6194231013,1,2,1
661,-74.2406958083,40.6194231013,1,1,1
662,-74.2306958083,40.6194231013,1,1,1
663,-74.2206958083,40.6194231013,1,1,1
664,-74.2106958083,40.6194231013,1,1,1
665,-74.2006958083,40.6194231013,1,1,1
666,-74.1906958083,40.6194231013,2,1,1
667,-74.1806958083,40.6194231013,2,1,1
668,-74.1706958083,40.6194231013,2,1,1
669,-74.1606958083,40.6194231013,2,1,1
670,-74.1506958083,40.6194231013,1,1,1
671,-74.1406958083,40.6194231013,2,1,1
672,-74.1306958083,40.6194231013,2,2,1
673,-74.1206958083,40.6194231013,2,2,2
674,-74.1106958083,40.6194231013,1,1,1
675,-74.1006958083,40.6194231013,2,1,1
676,-74.0906958083,40.6194231013,1,1,1
677,-74.0806958083,40.6194231013,0,2,2
678,-74.0706958083,40.6194231013,2,2,2
679,-74.0606958083,40.6194231013,2,2,2
680,-74.0506958083,40.6194231013,2,0,2
681,-74.0406958083,40.6194231013,2,0,2
682,-74.0306958083,40.6194231013,1,0,0
683,-74.0206958083,40.6194231013,1,0,2
684,-74.0106958083,40.6194231013,0,2,2
685,-74.0006958083,40.6194231013,1,1,1
686,-73.9906958083,40.6194231013,2,2,2
687,-73.9806958083,40.6194231013,1,2,2
688,-73.9706958083,40.6194231013,0,0,0
689,-73.9606958083,40.6194231013,0,0,0
690,-73.9506958083,40.6194231013,2,0,0
691,-73.9406958083,40.6194231013,0,0,0
692,-73.9306958083,40.6194231013,1,1,1
693,-73.9206958083,40.6194231013,1,1,1
694,-73.9106958083,40.6194231013,2,2,1
695,-73.9006958083,40.6194231013,2,2,2
696,-73.8906958083,40.6194231013,2,2,2
697,-73.8806958083,40.6194231013,1,2,2
698,-73.8706958083,40.6194231013,1,1,2
699,-73.8606958083,40.6194231013,1,2,2
700,-73.8506958083,40.6194231013,1,1,2
701,-73.8406958083,40.6194231013,2,1,1
702,-73.8306958083,40.6194231013,2,1,1
703,-73.8206958083,40.6194231013,2,1,1
704,-73.8106958083,40.6194231013,2,1,1
705,-73.8006958083,40.6194231013,2,0,0
706,-73.7906958083,40.6194231013,0,0,0
707,-73.7806958083,40.6194231013,1,1,0
708,-73.7706958083,40.6194231013,1,1,1
709,-73.7606958083,40.6194231013,1,1,1
710,-73.7506958083,40.6194231013,1,0,0
711,-73.7406958083,40.6194231013,0,1,0
712,-73.7306958083,40.6194231013,0,0,0
713,-73.7206958083,40.6194231013,1,0,0
714,-73.7106958083,40.6194231013,0,0,0
715,-74.2506958083,40.6294231013,1,1,1
716,-74.2406958083,40.6294231013,1,1,1
717,-74.2306958083,40.6294231013,1,1,1
718,-74.2206958083,40.6294231013,1,1,1
719,-74.2106958083,40.6294231013,1,1,1
720,-74.2006958083,40.6294231013,1,1,1
721,-74.1906958083,40.6294231013,1,1,1
722,-74.1806958083,40.6294231013,1,1,1
723,-74.1706958083,40.6294231013,1,1,1
724,-74.1606958083,40.6294231013,1,2,2
725,-74.1506958083,40.6294231013,0,1,1
726,-74.1406958083,40.6294231013,2,1,1
727,-74.1306958083,40.6294231013,1,2,2
728,-74.1206958083,40.6294231013,2,2,1
729,-74.1106958083,40.6294231013,1,1,1
730,-74.1006958083,40.6294231013,1,2,2
731,-74.0906958083,40.6294231013,2,1,2
732,-74.0806958083,40.6294231013,2,2,2
733,-74.0706958083,40.6294231013,0,2,2
734,-74.0606958083,40.6294231013,2,2,2
735,-74.0506958083,40.6294231013,2,2,2
736,-74.0406958083,40.6294231013,0,2,2
737,-74.0306958083,40.6294231013,2,0,0
738,-74.0206958083,40.6294231013,2,0,2
739,-74.0106958083,40.6294231013,0,0,0
740,-74.0006958083,40.6294231013,0,0,1
741,-73.9906958083,40.6294231013,2,2,0
742,-73.9806958083,40.6294231013,2,2,0
743,-73.9706958083,40.6294231013,0,2,2
744,-73.9606958083,40.6294231013,0,2,2
745,-73.9506958083,40.6294231013,0,0,0
746,-73.9406958083,40.6294231013,2,0,0
747,-73.9306958083,40.6294231013,1,1,1
748,-73.9206958083,40.6294231013,0,1,0
749,-73.9106958083,40.6294231013,2,2,1
750,-73.9006958083,40.6294231013,1,1,1
751,-73.8906958083,40.6294231013,2,2,1
752,-73.8806958083,40.6294231013,1,2,2
753,-73.8706958083,40.6294231013,1,2,2
754,-73.8606958083,40.6294231013,0,0,2
755,-73.8506958083,40.6294231013,1,2,2
756,-73.8406958083,40.6294231013,1,2,1
757,-73.8306958083,40.6294231013,2,1,1
758,-73.8206958083,40.6294231013,2,1,1
759,-73.8106958083,40.6294231013,2,1,1
760,-73.8006958083,40.6294231013,2,0,0
761,-73.7906958083,40.6294231013,1,0,0
762,-73.7806958083,40.6294231013,1,1,0
763,-73.7706958083,40.6294231013,1,1,1
764,-73.7606958083,40.6294231013,1,1,1
765,-73.7506958083,40.6294231013,1,0,1
766,-73.7406958083,40.6294231013,0,1,1
767,-73.7306958083,40.6294231013,0,1,0
768,-73.7206958083,40.6294231013,0,0,1
769,-73.7106958083,40.6294231013,0,0,1
770,-74.2506958083,40.6394231013,1,1,1
771,-74.2406958083,40.6394231013,1,1,1
772,-74.2306958083,40.6394231013,1,1,1
773,-74.2206958083,40.6394231013,1,1,1
774,-74.2106958083,40.6394231013,1,1,1
775,-74.2006958083,40.6394231013,1,1,1
776,-74.1906958083,40.6394231013,1,1,1
777,-74.1806958083,40.6394231013,1,1,1
778,-74.1706958083,40.6394231013,1,1,1
779,-74.1606958083,40.6394231013,1,1,1
780,-74.1506958083,40.6394231013,2,1,1
781,-74.1406958083,40.6394231013,1,1,1
782,-74.1306958083,40.6394231013,1,1,2
783,-74.1206958083,40.6394231013,0,0,0
784,-74.1106958083,40.6394231013,2,2,2
785,-74.1006958083,40.6394231013,2,2,2
786,-74.0906958083,40.6394231013,1,2,1
787,-74.0806958083,40.6394231013,0,2,2
788,-74.0706958083,40.6394231013,2,2,1
789,-74.0606958083,40.6394231013,2,2,1
790,-74.0506958083,40.6394231013,2,2,2
791,-74.0406958083,40.6394231013,2,2,2
792,-74.0306958083,40.6394231013,2,1,1
793,-74.0206958083,40.6394231013,0,1,2
794,-74.0106958083,40.6394231013,0,2,2
795,-74.0006958083,40.6394231013,0,0,0
796,-73.9906958083,40.6394231013,0,0,1
797,-73.9806958083,40.6394231013,1,2,2
798,-73.9706958083,40.6394231013,0,0,0
799,-73.9606958083,40.6394231013,2,1,0
800,-73.9506958083,40.6394231013,1,1,0
801,-73.9406958083,40.6394231013,0,0,0
802,-73.9306958083,40.6394231013,0,1,1
803,-73.9206958083,40.6394231013,1,0,1
804,-73.9106958083,40.6394231013,1,1,1
805,-73.9006958083,40.6394231013,1,1,1
806,-73.8906958083,40.6394231013,1,2,1
807,-73.8806958083,40.6394231013,1,2,2
808,-73.8706958083,40.6394231013,0,0,2
809,-73.8606958083,40.6394231013,0,2,1
810,-73.8506958083,40.6394231013,1,2,1
811,-73.8406958083,40.6394231013,1,2,1
812,-73.8306958083,40.6394231013,2,1,1
813,-73.8206958083,40.6394231013,0,1,1
814,-73.8106958083,40.6394231013,0,1,1
815,-73.8006958083,40.6394231013,2,1,1
816,-73.7906958083,40.6394231013,1,1,1
817,-73.7806958083,40.6394231013,1,2,0
818,-73.7706958083,40.6394231013,1,1,1
819,-73.7606958083,40.6394231013,1,1,1
820,-73.7506958083,40.6394231013,1,1,1
821,-73.7406958083,40.6394231013,1,1,1
822,-73.7306958083,40.6394231013,0,1,1
823,-73.7206958083,40.6394231013,0,0,1
824,-73.7106958083,40.6394231013,0,0,1
825,-74.2506958083,40.6494231013,1,1,1
826,-74.2406958083,40.6494231013,1,1,1
827,-74.2306958083,40.6494231013,1,1,1
828,-74.2206958083,40.6494231013,1,1,1
829,-74.2106958083,40.6494231013,1,1,1
830,-74.2006958083,40.6494231013,1,1,1
831,-74.1906958083,40.6494231013,1,1,1
832,-74.1806958083,40.6494231013,1,1,1
833,-74.1706958083,40.6494231013,1,1,1
834,-74.1606958083,40.6494231013,1,1,1
835,-74.1506958083,40.6494231013,1,1,1
836,-74.1406958083,40.6494231013,1,1,1
837,-74.1306958083,40.6494231013,1,1,1
838,-74.1206958083,40.6494231013,0,0,0
839,-74.1106958083,40.6494231013,1,1,2
840,-74.1006958083,40.6494231013,1,2,2
841,-74.0906958083,40.6494231013,0,1,1
842,-74.0806958083,40.6494231013,1,2,2
843,-74.0706958083,40.6494231013,2,1,2
844,-74.0606958083,40.6494231013,1,1,2
845,-74.0506958083,40.6494231013,2,2,2
846,-74.0406958083,40.6494231013,0,2,2
847,-74.0306958083,40.6494231013,2,2,2
848,-74.0206958083,40.6494231013,1,1,1
849,-74.0106958083,40.6494231013,0,1,1
850,-74.0006958083,40.6494231013,0,2,2
851,-73.9906958083,40.6494231013,1,2,2
852,-73.9806958083,40.6494231013,2,2,2
853,-73.9706958083,40.6494231013,0,1,0
854,-73.9606958083,40.6494231013,2,0,0
855,-73.9506958083,40.6494231013,0,1,1
856,-73.9406958083,40.6494231013,1,0,0
857,-73.9306958083,40.6494231013,1,1,1
858,-73.9206958083,40.6494231013,1,1,1
859,-73.9106958083,40.6494231013,1,1,1
860,-73.9006958083,40.6494231013,2,0,0
861,-73.8906958083,40.6494231013,1,1,0
862,-73.8806958083,40.6494231013,0,0,0
863,-73.8706958083,40.6494231013,2,0,1
864,-73.8606958083,40.6494231013,2,1,1
865,-73.8506958083,40.6494231013,2,2,2
866,-73.8406958083,40.6494231013,1,2,2
867,-73.8306958083,40.6494231013,2,1,1
868,-73.8206958083,40.6494231013,0,1,1
869,-73.8106958083,40.6494231013,1,1,1
870,-73.8006958083,40.6494231013,2,1,1
871,-73.7906958083,40.6494231013,1,1,1
872,-73.7806958083,40.6494231013,1,2,1
873,-73.7706958083,40.6494231013,1,1,1
874,-73.7606958083,40.6494231013,1,1,1
875,-73.7506958083,40.6494231013,1,1,1
876,-73.7406958083,40.6494231013,1,1,1
877,-73.7306958083,40.6494231013,0,0,1
878,-73.7206958083,40.6494231013,0,0,1
879,-73.7106958083,40.6494231013,0,0,1
880,-74.2506958083,40.6594231013,1,1,1
881,-74.2406958083,40.6594231013,1,1,1
882,-74.2306958083,40.6594231013,1,1,1
883,-74.2206958083,40.6594231013,1,1,1
884,-74.2106958083,40.6594231013,1,1,1
885,-74.2006958083,40.6594231013,1,1,1
886,-74.1906958083,40.6594231013,1,1,1
887,-74.1806958083,40.6594231013,1,1,1
888,-74.1706958083,40.6594231013,1,1,1
889,-74.1606958083,40.6594231013,1,1,1
890,-74.1506958083,40.6594231013,1,1,1
891,-74.1406958083,40.6594231013,1,1,1
892,-74.1306958083,40.6594231013,1,1,1
893,-74.1206958083,40.6594231013,0,0,0
894,-74.1106958083,40.6594231013,1,1,2
895,-74.1006958083,40.6594231013,1,1,2
896,-74.0906958083,40.6594231013,0,1,2
897,-74.0806958083,40.6594231013,2,2,2
898,-74.0706958083,40.6594231013,2,2,2
899,-74.0606958083,40.6594231013,2,2,2
900,-74.0506958083,40.6594231013,0,2,2
901,-74.0406958083,40.6594231013,0,2,2
902,-74.0306958083,40.6594231013,0,1,1
903,-74.0206958083,40.6594231013,0,1,1
904,-74.0106958083,40.6594231013,0,2,2
905,-74.0006958083,40.6594231013,1,2,2
906,-73.9906958083,40.6594231013,0,1,1
907,-73.9806958083,40.6594231013,2,2,2
908,-73.9706958083,40.6594231013,1,1,0
909,-73.9606958083,40.6594231013,2,1,2
910,-73.9506958083,40.6594231013,0,2,2
911,-73.9406958083,40.6594231013,0,0,0
912,-73.9306958083,40.6594231013,1,1,1
913,-73.9206958083,40.6594231013,0,0,0
914,-73.9106958083,40.6594231013,0,0,0
915,-73.9006958083,40.6594231013,0,1,1
916,-73.8906958083,40.6594231013,1,1,1
917,-73.8806958083,40.6594231013,1,2,2
918,-73.8706958083,40.6594231013,1,1,0
919,-73.8606958083,40.6594231013,0,1,1
920,-73.8506958083,40.6594231013,2,2,2
921,-73.8406958083,40.6594231013,0,1,1
922,-73.8306958083,40.6594231013,1,2,1
923,-73.8206958083,40.6594231013,1,1,1
924,-73.8106958083,40.6594231013,1,1,1
925,-73.8006958083,40.6594231013,0,1,1
926,-73.7906958083,40.6594231013,1,1,1
927,-73.7806958083,40.6594231013,0,0,1
928,-73.7706958083,40.6594231013,0,2,1
929,-73.7606958083,40.6594231013,1,1,1
930,-73.7506958083,40.6594231013,1,1,1
931,-73.7406958083,40.6594231013,1,1,1
932,-73.7306958083,40.6594231013,0,0,1
933,-73.7206958083,40.6594231013,0,0,1
934,-73.7106958083,40.6594231013,0,0,1
935,-74.2506958083,40.6694231013,1,1,1
936,-74.2406958083,40.6694231013,1,1,1
937,-74.2306958083,40.6694231013,1,1,1
938,-74.2206958083,40.6694231013,1,1,1
939,-74.2106958083,40.6694231013,1,1,1
940,-74.2006958083,40.6694231013,1,1,1
941,-74.1906958083,40.6694231013,1,1,1
942,-74.1806958083,40.6694231013,1,1,1
943,-74.1706958083,40.6694231013,1,1,1
944,-74.1606958083,40.6694231013,1,1,1
945,-74.1506958083,40.6694231013,1,1,1
946,-74.1406958083,40.6694231013,1,1,1
947,-74.1306958083,40.6694231013,1,0,1
948,-74.1206958083,40.6694231013,0,0,0
949,-74.1106958083,40.6694231013,1,1,2
950,-74.1006958083,40.6694231013,0,1,2
951,-74.0906958083,40.6694231013,0,1,1
952,-74.0806958083,40.6694231013,2,2,2
953,-74.0706958083,40.6694231013,1,2,2
954,-74.0606958083,40.6694231013,2,2,2
955,-74.0506958083,40.6694231013,0,2,2
956,-74.0406958083,40.6694231013,0,1,1
957,-74.0306958083,40.6694231013,0,1,0
958,-74.0206958083,40.6694231013,2,1,1
959,-74.0106958083,40.6694231013,1,0,0
960,-74.0006958083,40.6694231013,0,1,2
961,-73.9906958083,40.6694231013,0,2,1
962,-73.9806958083,40.6694231013,1,0,2
963,-73.9706958083,40.6694231013,2,2,2
964,-73.9606958083,40.6694231013,1,1,0
965,-73.9506958083,40.6694231013,0,1,1
966,-73.9406958083,40.6694231013,2,1,1
967,-73.9306958083,40.6694231013,1,1,1
968,-73.9206958083,40.6694231013,1,1,2
969,-73.9106958083,40.6694231013,1,1,1
970,-73.9006958083,40.6694231013,2,2,2
971,-73.8906958083,40.6694231013,1,1,1
972,-73.8806958083,40.6694231013,1,1,1
973,-73.8706958083,40.6694231013,1,1,1
974,-73.8606958083,40.6694231013,1,0,0
975,-73.8506958083,40.6694231013,0,1,1
976,-73.8406958083,40.6694231013,1,1,1
977,-73.8306958083,40.6694231013,2,2,1
978,-73.8206958083,40.6694231013,2,1,1
979,-73.8106958083,40.6694231013,1,1,1
980,-73.8006958083,40.6694231013,0,1,1
981,-73.7906958083,40.6694231013,1,1,1
982,-73.7806958083,40.6694231013,0,1,1
983,-73.7706958083,40.6694231013,0,1,1
984,-73.7606958083,40.6694231013,1,1,1
985,-73.7506958083,40.6694231013,0,1,1
986,-73.7406958083,40.6694231013,1,1,1
987,-73.7306958083,40.6694231013,1,1,1
988,-73.7206958083,40.6694231013,1,1,1
989,-73.7106958083,40.6694231013,1,1,1
990,-74.2506958083,40.6794231013,1,1,1
991,-74.2406958083,40.6794231013,1,1,1
992,-74.2306958083,40.6794231013,1,1,1
993,-74.2206958083,40.6794231013,1,1,1
994,-74.2106958083,40.6794231013,1,1,1
995,-74.2006958083,40.6794231013,1,1,1
996,-74.1906958083,40.6794231013,1,1,1
997,-74.1806958083,40.6794231013,1,1,1
998,-74.1706958083,40.6794231013,1,1,1
999,-74.1606958083,40.6794231013,1,1,1
1000,-74.1506958083,40.6794231013,1,1,1
1001,-74.1406958083,40.6794231013,1,1,1
1002,-74.1306958083,40.6794231013,1,0,1
1003,-74.1206958083,40.6794231013,0,0,1
1004,-74.1106958083,40.6794231013,1,1,2
1005,-74.1006958083,40.6794231013,0,1,2
1006,-74.0906958083,40.6794231013,0,1,1
1007,-74.0806958083,40.6794231013,2,2,2
1008,-74.0706958083,40.6794231013,2,2,2
1009,-74.0606958083,40.6794231013,1,2,2
1010,-74.0506958083,40.6794231013,1,1,1
1011,-74.0406958083,40.6794231013,1,1,1
1012,-74.0306958083,40.6794231013,1,1,1
1013,-74.0206958083,40.6794231013,1,1,0
1014,-74.0106958083,40.6794231013,2,0,1
1015,-74.0006958083,40.6794231013,0,2,2
1016,-73.9906958083,40.6794231013,2,0,0
1017,-73.9806958083,40.6794231013,0,2,2
1018,-73.9706958083,40.6794231013,1,0,0
1019,-73.9606958083,40.6794231013,2,2,2
1020,-73.9506958083,40.6794231013,1,1,1
1021,-73.9406958083,40.6794231013,0,0,0
1022,-73.9306958083,40.6794231013,0,1,1
1023,-73.9206958083,40.6794231013,1,1,1
1024,-73.9106958083,40.6794231013,1,1,1
1025,-73.9006958083,40.6794231013,1,1,1
1026,-73.8906958083,40.6794231013,1,1,0
1027,-73.8806958083,40.6794231013,1,1,1
1028,-73.8706958083,40.6794231013,0,1,1
1029,-73.8606958083,40.6794231013,1,1,2
1030,-73.8506958083,40.6794231013,1,1,1
1031,-73.8406958083,40.6794231013,1,1,1
1032,-73.8306958083,40.6794231013,2,2,1
1033,-73.8206958083,40.6794231013,1,1,1
1034,-73.8106958083,40.6794231013,1,1,1
1035,-73.8006958083,40.6794231013,1,1,2
1036,-73.7906958083,40.6794231013,1,1,1
1037,-73.7806958083,40.6794231013,1,1,1
1038,-73.7706958083,40.6794231013,2,2,1
1039,-73.7606958083,40.6794231013,1,1,1
1040,-73.7506958083,40.6794231013,1,1,1
1041,-73.7406958083,40.6794231013,1,1,1
1042,-73.7306958083,40.6794231013,0,1,1
1043,-73.7206958083,40.6794231013,1,1,1
1044,-73.7106958083,40.6794231013,1,1,1
1045,-74.2506958083,40.6894231013,1,1,1
1046,-74.2406958083,40.6894231013,1,1,1
1047,-74.2306958083,40.6894231013,1,1,1
1048,-74.2206958083,40.6894231013,1,1,1
1049,-74.2106958083,40.6894231013,1,1,1
1050,-74.2006958083,40.6894231013,1,1,1
1051,-74.1906958083,40.6894231013,1,1,1
1052,-74.1806958083,40.6894231013,1,1,1
1053,-74.1706958083,40.6894231013,1,1,1
1054,-74.1606958083,40.6894231013,1,1,1
1055,-74.1506958083,40.6894231013,1,1,1
1056,-74.1406958083,40.6894231013,1,1,1
1057,-74.1306958083,40.6894231013,1,0,1
1058,-74.1206958083,40.6894231013,0,0,1
1059,-74.1106958083,40.6894231013,1,1,2
1060,-74.1006958083,40.6894231013,0,1,1
1061,-74.0906958083,40.6894231013,0,1,2
1062,-74.0806958083,40.6894231013,2,2,2
1063,-74.0706958083,40.6894231013,2,2,2
1064,-74.0606958083,40.6894231013,2,2,2
1065,-74.0506958083,40.6894231013,0,2,2
1066,-74.0406958083,40.6894231013,1,2,2
1067,-74.0306958083,40.6894231013,1,2,2
1068,-74.0206958083,40.6894231013,1,1,0
1069,-74.0106958083,40.6894231013,1,1,1
1070,-74.0006958083,40.6894231013,0,2,2
1071,-73.9906958083,40.6894231013,1,2,2
1072,-73.9806958083,40.6894231013,1,1,1
1073,-73.9706958083,40.6894231013,1,2,2
1074,-73.9606958083,40.6894231013,0,2,2
1075,-73.9506958083,40.6894231013,1,1,1
1076,-73.9406958083,40.6894231013,1,2,2
1077,-73.9306958083,40.6894231013,0,0,2
1078,-73.9206958083,40.6894231013,2,2,2
1079,-73.9106958083,40.6894231013,1,1,1
1080,-73.9006958083,40.6894231013,1,1,1
1081,-73.8906958083,40.6894231013,1,1,1
1082,-73.8806958083,40.6894231013,2,1,1
1083,-73.8706958083,40.6894231013,1,1,1
1084,-73.8606958083,40.6894231013,1,1,1
1085,-73.8506958083,40.6894231013,1,1,1
1086,-73.8406958083,40.6894231013,1,2,1
1087,-73.8306958083,40.6894231013,1,1,1
1088,-73.8206958083,40.6894231013,1,1,1
1089,-73.8106958083,40.6894231013,0,1,1
1090,-73.8006958083,40.6894231013,1,1,1
1091,-73.7906958083,40.6894231013,0,1,1
1092,-73.7806958083,40.6894231013,1,2,2
1093,-73.7706958083,40.6894231013,1,1,1
1094,-73.7606958083,40.6894231013,2,1,1
1095,-73.7506958083,40.6894231013,1,1,1
1096,-73.7406958083,40.6894231013,1,1,1
1097,-73.7306958083,40.6894231013,1,1,1
1098,-73.7206958083,40.6894231013,1,1,1
1099,-73.7106958083,40.6894231013,1,1,1
1100,-74.2506958083,40.6994231013,1,1,1
1101,-74.2406958083,40.6994231013,1,1,1
1102,-74.2306958083,40.6994231013,1,1,1
1103,-74.2206958083,40.6994231013,1,1,1
1104,-74.2106958083,40.6994231013,1,1,1
1105,-74.2006958083,40.6994231013,1,1,1
1106,-74.1906958083,40.6994231013,1,1,1
1107,-74.1806958083,40.6994231013,1,1,1
1108,-74.1706958083,40.6994231013,1,1,1
1109,-74.1606958083,40.6994231013,1,1,1
1110,-74.1506958083,40.6994231013,1,1,1
1111,-74.1406958083,40.6994231013,1,1,1
1112,-74.1306958083,40.6994231013,1,0,0
1113,-74.1206958083,40.6994231013,0,0,1
1114,-74.1106958083,40.6994231013,2,1,2
1115,-74.1006958083,40.6994231013,0,1,1
1116,-74.0906958083,40.6994231013,0,1,2
1117,-74.0806958083,40.6994231013,2,1,2
1118,-74.0706958083,40.6994231013,2,2,2
1119,-74.0606958083,40.6994231013,2,0,0
1120,-74.0506958083,40.6994231013,2,0,0
1121,-74.0406958083,40.6994231013,2,0,0
1122,-74.0306958083,40.6994231013,2,0,0
1123,-74.0206958083,40.6994231013,2,2,0
1124,-74.0106958083,40.6994231013,0,1,0
1125,-74.0006958083,40.6994231013,1,2,2
1126,-73.9906958083,40.6994231013,0,2,2
1127,-73.9806958083,40.6994231013,0,0,0
1128,-73.9706958083,40.6994231013,1,2,2
1129,-73.9606958083,40.6994231013,1,2,1
1130,-73.9506958083,40.6994231013,1,0,0
1131,-73.9406958083,40.6994231013,1,0,0
1132,-73.9306958083,40.6994231013,1,1,1
1133,-73.9206958083,40.6994231013,2,1,2
1134,-73.9106958083,40.6994231013,0,0,1
1135,-73.9006958083,40.6994231013,0,2,1
1136,-73.8906958083,40.6994231013,0,1,1
1137,-73.8806958083,40.6994231013,0,2,2
1138,-73.8706958083,40.6994231013,2,2,0
1139,-73.8606958083,40.6994231013,0,1,1
1140,-73.8506958083,40.6994231013,0,1,1
1141,-73.8406958083,40.6994231013,1,1,1
1142,-73.8306958083,40.6994231013,0,0,0
1143,-73.8206958083,40.6994231013,1,1,1
1144,-73.8106958083,40.6994231013,2,0,0
1145,-73.8006958083,40.6994231013,0,0,0
1146,-73.7906958083,40.6994231013,1,1,1
1147,-73.7806958083,40.6994231013,2,1,1
1148,-73.7706958083,40.6994231013,1,1,1
1149,-73.7606958083,40.6994231013,1,1,1
1150,-73.7506958083,40.6994231013,1,1,1
1151,-73.7406958083,40.6994231013,1,1,1
1152,-73.7306958083,40.6994231013,1,1,1
1153,-73.7206958083,40.6994231013,1,1,1
1154,-73.7106958083,40.6994231013,1,1,1
1155,-74.2506958083,40.7094231013,1,1,1
1156,-74.2406958083,40.7094231013,1,1,1
1157,-74.2306958083,40.7094231013,1,1,1
1158,-74.2206958083,40.7094231013,1,1,1
1159,-74.2106958083,40.7094231013,1,1,1
1160,-74.2006958083,40.7094231013,1,1,1
1161,-74.1906958083,40.7094231013,1,1,1
1162,-74.1806958083,40.7094231013,1,1,1
1163,-74.1706958083,40.7094231013,1,1,1
1164,-74.1606958083,40.7094231013,1,1,1
1165,-74.1506958083,40.7094231013,1,1,1
1166,-74.1406958083,40.7094231013,1,1,1
1167,-74.1306958083,40.7094231013,1,0,1
1168,-74.1206958083,40.7094231013,1,0,0
1169,-74.1106958083,40.7094231013,0,1,2
1170,-74.1006958083,40.7094231013,0,1,1
1171,-74.0906958083,40.7094231013,0,1,2
1172,-74.0806958083,40.7094231013,2,2,2
1173,-74.0706958083,40.7094231013,2,0,0
1174,-74.0606958083,40.7094231013,2,0,0
1175,-74.0506958083,40.7094231013,2,0,0
1176,-74.0406958083,40.7094231013,2,0,0
1177,-74.0306958083,40.7094231013,2,0,0
1178,-74.0206958083,40.7094231013,0,0,0
1179,-74.0106958083,40.7094231013,0,0,0
1180,-74.0006958083,40.7094231013,2,0,0
1181,-73.9906958083,40.7094231013,2,2,2
1182,-73.9806958083,40.7094231013,0,0,0
1183,-73.9706958083,40.7094231013,0,1,1
1184,-73.9606958083,40.7094231013,1,1,0
1185,-73.9506958083,40.7094231013,2,1,1
1186,-73.9406958083,40.7094231013,2,0,0
1187,-73.9306958083,40.7094231013,1,1,1
1188,-73.9206958083,40.7094231013,0,1,1
1189,-73.9106958083,40.7094231013,1,1,1
1190,-73.9006958083,40.7094231013,0,2,0
1191,-73.8906958083,40.7094231013,2,2,2
1192,-73.8806958083,40.7094231013,2,1,2
1193,-73.8706958083,40.7094231013,2,2,2
1194,-73.8606958083,40.7094231013,2,2,1
1195,-73.8506958083,40.7094231013,2,2,1
1196,-73.8406958083,40.7094231013,2,0,0
1197,-73.8306958083,40.7094231013,0,1,0
1198,-73.8206958083,40.7094231013,0,0,0
1199,-73.8106958083,40.7094231013,2,2,0
1200,-73.8006958083,40.7094231013,0,0,0
1201,-73.7906958083,40.7094231013,2,2,1
1202,-73.7806958083,40.7094231013,0,1,1
