,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
2029024,-73.8851054019,40.654087527,1,2,3,2,2
2029029,-73.9550398994,40.6121545883,1,1,1,2,2
2029038,-73.932994358,40.7623569212,0,0,0,4,3
2029043,-73.8241364498,40.7677536301,0,2,3,3,0
2029046,-73.9635042802,40.7037097361,1,1,0,2,1
2029051,-73.9385873685,40.827410132,0,0,2,4,3
2029053,-73.7899010186,40.7141487834,0,2,3,3,0
2029078,-73.9459321653,40.7576894201,0,0,0,4,1
2029079,-74.0046308045,40.597887604,1,1,1,0,2
2029081,-73.9647507007,40.6519436858,1,1,1,2,2
2029101,-73.8725660205,40.7528036109,0,2,3,3,0
2029102,-73.8323288733,40.7687731652,0,2,3,3,0
2029107,-74.0087288459,40.7369542221,1,1,0,4,1
2029116,-73.9089944185,40.689692203,1,2,3,2,1
2029117,-73.7386867917,40.7285555281,0,2,3,3,0
2029118,-73.9995670481,40.7273616349,1,1,0,2,1
2029120,-73.9409607859,40.8443297726,0,0,2,1,3
2029124,-73.9373449724,40.853635161,0,0,2,1,3
2029133,-73.9139205881,40.6529818512,1,1,1,2,2
2029134,-73.9544000478,40.8159555278,0,0,2,4,3
2029156,-73.8235047764,40.8208440712,0,0,2,1,5
2029157,-73.9025110447,40.8746408674,0,0,2,1,5
2029158,-73.9692849236,40.7994262381,0,0,0,4,3
2029169,-73.9100339612,40.6782281022,1,1,1,2,2
2029174,-73.9802986425,40.7342767332,1,1,0,4,1
2029190,-73.8262999067,40.7742948937,0,2,3,3,0
2029193,-73.874247161,40.875590641,0,0,2,1,5
2029196,-73.834925791,40.7464428884,0,2,3,3,0
2029213,-74.0825388037,40.6138464989,1,1,1,0,4
2029214,-73.8489815634,40.724671547,0,2,3,3,0
2029233,-73.958502961,40.6845468116,1,1,1,2,1
2029251,-73.8611996488,40.7271270161,0,2,3,3,0
2029254,-74.0243433769,40.620507719,1,1,1,0,2
2029257,-73.9188800652,40.6644311942,1,1,1,2,2
2029259,-73.9519694158,40.6797738547,1,1,1,2,1
2029273,-73.862303958,40.754927216,0,2,3,3,0
2029274,-73.923518234,40.6117399413,1,1,1,2,2
2029299,-73.8652437412,40.8700554055,0,0,2,1,5
2029300,-73.939173665,40.8501064504,0,0,2,1,3
2029302,-73.9015436812,40.8637216433,0,0,2,1,5
2029304,-73.9810473762,40.7659567364,0,0,0,4,1
2029306,-73.9404178879,40.7039388955,1,1,0,2,1
2029332,-73.9181673672,40.8193362136,0,0,2,4,3
2029376,-73.9425217995,40.7945441062,0,0,0,4,3
2029379,-73.9503998925,40.5941221086,1,1,1,0,2
2029381,-73.941232162,40.7130656542,1,1,0,2,1
2029399,-73.9102491036,40.8237602983,0,0,2,1,3
2029404,-73.9728821512,40.7909623958,0,0,0,4,3
2029442,-73.9487551272,40.7807931904,0,0,0,4,3
2029445,-73.9264792755,40.7715697908,0,0,0,4,3
2029451,-73.8842857797,40.7131432683,1,2,3,3,0
2029452,-73.957865265,40.6438140644,1,1,1,2,2
2029496,-73.9400077537,40.6226438149,1,1,1,2,2
2029500,-74.030666681,40.6316527993,1,1,1,0,4
2029502,-73.9625337602,40.6465412513,1,1,1,2,2
2029504,-73.9534138834,40.6506413703,1,1,1,2,2
2029505,-73.9059029413,40.854088634,0,0,2,1,5
2029509,-73.9066843966,40.8561972008,0,0,2,1,5
2029510,-73.7597713033,40.7237486984,0,2,3,3,0
2029512,-73.973873946,40.7943633456,0,0,0,4,3
2029547,-73.9208318614,40.7419227911,0,2,0,4,1
2029548,-73.9329649474,40.8525512859,0,0,2,1,3
2029555,-73.8918119387,40.8477140523,0,0,2,1,5
2029559,-74.0158422593,40.7114546653,1,1,0,2,1
2029566,-73.9431930555,40.7951263217,0,0,0,4,3
2029567,-73.9083356337,40.8462736711,0,0,2,1,5
2029574,-73.8958610009,40.8217665151,0,0,2,1,5
2029576,-73.8192651217,40.7096862299,0,2,3,3,0
2029577,-74.1621559061,40.5468296362,1,1,1,0,4
2029578,-73.9165392607,40.6915286843,1,1,0,2,1
2029581,-73.8778657791,40.7560399212,0,2,3,3,0
2029632,-73.9958128416,40.6436542752,1,1,1,0,2
2029633,-74.0026516113,40.7218501323,1,1,0,2,1
2029634,-73.9539368103,40.6396542075,1,1,1,2,2
2029638,-73.7857642071,40.7498505234,0,2,3,3,0
2029641,-73.8759245371,40.7556837741,0,2,3,3,0
2029653,-73.8842641939,40.7131103094,1,2,3,3,0
2029678,-73.9950211617,40.6776126557,1,1,1,2,1
2029700,-73.8965245712,40.8295291734,0,0,2,1,5
2029723,-73.8274092385,40.7098606699,0,2,3,3,0
2029727,-73.9474413718,40.7754760436,0,0,0,4,3
2029728,-73.947745403,40.7791266822,0,0,0,4,3
2029742,-74.0296661794,40.6340492619,1,1,1,0,4
2029754,-73.9265518691,40.6631929632,1,1,1,2,2
2029779,-74.161199986,40.5562758873,1,1,1,0,4
2029780,-73.9313643335,40.5996458305,1,1,1,2,2
2029797,-73.8362677166,40.7173229061,0,2,3,3,0
2029804,-73.8426975117,40.788560898,0,2,3,3,0
2029806,-73.8587922253,40.8603781119,0,0,2,1,5
2029812,-73.9379683325,40.7937622422,0,0,0,4,3
2029816,-73.9804048281,40.7167542218,1,1,0,2,1
2029817,-73.9485029715,40.6819681741,1,1,1,2,1
2029841,-73.9709175652,40.683477413,1,1,1,2,1
2029842,-73.9312912402,40.8526381317,0,0,2,1,3
2029845,-73.9808221855,40.6829524938,1,1,1,2,1
2029857,-73.9059867045,40.8485334192,0,0,2,1,5
2029859,-73.9735019488,40.640126994,1,1,1,2,2
2029870,-73.8902249955,40.8719235653,0,0,2,1,5
2029872,-73.9450876258,40.8101079562,0,0,2,4,3
2029874,-73.9808235066,40.7535861388,1,1,0,4,1
2029885,-73.9305409112,40.7023249262,1,1,0,2,1
2029902,-73.939691974,40.6212932121,1,1,1,2,2
2029903,-73.9394624262,40.6638866769,1,1,1,2,2
2029904,-73.9550117009,40.6379638444,1,1,1,2,2
2029907,-73.9466763523,40.7975021764,0,0,0,4,3
2029908,-73.9596848261,40.6917961712,1,1,1,2,1
2029915,-73.8654133411,40.8523577652,0,0,2,1,5
2029917,-73.9410300765,40.6520025894,1,1,1,2,2
2029919,-73.9692377327,40.604542458,1,1,1,0,2
2029925,-73.9209576371,40.7606201028,0,0,0,4,3
2029946,-73.8546751632,40.8683765476,0,0,2,1,5
2029948,-73.9134700582,40.8308441277,0,0,2,1,3
2029961,-73.9142726576,40.7688385725,0,0,0,4,3
2029968,-73.9525279872,40.8168852324,0,0,2,4,3
2029970,-73.9251616549,40.739309937,0,2,0,4,1
2029979,-73.8508404462,40.7210591186,0,2,3,3,0
2030001,-73.8715233249,40.7582123518,0,2,3,3,0
2030005,-73.8981933799,40.695318169,1,2,3,2,0
2030009,-73.9118307595,40.8435344323,0,0,2,1,5
2030010,-73.938818536,40.7882073601,0,0,0,4,3
2030011,-73.9817756207,40.7431535048,1,1,0,4,1
2030014,-73.977022462,40.6814860892,1,1,1,2,1
2030027,-74.0814987196,40.6174813486,1,1,1,0,4
2030038,-73.9686934741,40.7975294721,0,0,0,4,3
2030047,-74.0834107195,40.6140709427,1,1,1,0,4
2030048,-73.8346381534,40.7169280756,0,2,3,3,0
2030049,-73.9229778299,40.811654308,0,0,2,4,3
2030050,-73.9160499551,40.7421993694,0,2,0,4,1
2030055,-73.938816892,40.8292931285,0,0,2,4,3
2030056,-73.9031399247,40.8301607144,0,0,2,1,5
2030076,-73.962468629,40.6470160777,1,1,1,2,2
2030078,-74.0026410629,40.7287778995,1,1,0,2,1
2030091,-73.8667119014,40.8338818814,0,0,2,1,5
2030093,-73.8504969622,40.679585196,1,2,3,3,0
2030095,-73.9456731698,40.7919985248,0,0,0,4,3
2030097,-73.8848010739,40.8720692364,0,0,2,1,5
2030098,-73.8551662168,40.8886028145,0,0,2,1,5
2030101,-73.8954061604,40.7502492952,0,2,0,4,0
2030102,-73.9111871806,40.8518394209,0,0,2,1,5
2030103,-73.9574736955,40.69281094,1,1,0,2,1
2030151,-73.937219495,40.8448739938,0,0,2,1,3
2030152,-73.9775508195,40.7184993681,1,1,0,2,1
2030164,-73.9539761321,40.8229516473,0,0,2,4,3
2030167,-73.9427950992,40.8505556899,0,0,2,1,3
2030172,-73.9466874111,40.625847533,1,1,1,2,2
2030194,-73.9477393484,40.7960424675,0,0,0,4,3
2030196,-73.8861392032,40.6501799819,1,2,3,2,2
2030207,-73.8636760113,40.6806226221,1,2,3,3,0
2030209,-73.8959485143,40.8304975396,0,0,2,1,5
2030219,-73.8936962557,40.6818674635,1,2,3,2,0
2030223,-73.9458305039,40.6740866998,1,1,1,2,2
2030235,-73.9428238954,40.8380810091,0,0,2,4,3
2030236,-73.938551229,40.846979901,0,0,2,1,3
2030262,-73.9478593725,40.6750785011,1,1,1,2,2
2030271,-73.877868303,40.7507260898,0,2,3,3,0
2030288,-73.8304842719,40.8878336286,0,0,2,1,5
2030291,-73.9679199708,40.7537891239,0,0,0,4,1
2030293,-73.9291507756,40.8633301928,0,0,2,1,5
2030306,-73.9123622833,40.8845104438,0,0,2,1,5
2030326,-73.8951127356,40.8632576117,0,0,2,1,5
2030327,-73.9187730704,40.8677340832,0,0,2,1,5
2030330,-73.9032435709,40.6321541567,1,1,1,2,2
2030355,-74.0141207091,40.6046802025,1,1,1,0,2
2030356,-74.016644049,40.7155387573,1,1,0,2,1
2030357,-73.9488784875,40.7800219745,0,0,0,4,3
2030358,-73.8225040343,40.7625745335,0,2,3,3,0
2030370,-73.9493144795,40.7812216165,0,0,0,4,3
2030385,-73.945326183,40.6384344953,1,1,1,2,2
2030388,-73.8854993907,40.6807122828,1,2,3,3,0
2030392,-73.9952314469,40.7115132966,1,1,0,2,1
2030393,-73.9390421488,40.8516242025,0,0,2,1,3
2030398,-73.9349332186,40.6917573909,1,1,0,2,1
2030400,-73.9747875881,40.7850479304,0,0,0,4,3
2030401,-73.9461231816,40.8383762814,0,0,2,4,3
2030467,-73.823001789,40.7505011411,0,2,3,3,0
2030472,-74.0346566459,40.6141344084,1,1,1,0,4
2030473,-73.8850680285,40.7427243143,0,2,3,3,0
2030481,-73.9479256566,40.6917640033,1,1,0,2,1
2030497,-73.9156945038,40.8120636655,0,0,2,4,3
2030520,-73.9819069295,40.711448844,1,1,0,2,1
2030531,-73.9226762701,40.769604812,0,0,0,4,3
2030532,-73.9315149125,40.6529552464,1,1,1,2,2
2030537,-73.8480097057,40.8723834543,0,0,2,1,5
2030540,-73.8456558283,40.8863974822,0,0,2,1,5
2030553,-73.807966718,40.6800984787,1,2,3,3,0
2030555,-73.9495843477,40.6870903978,1,1,1,2,1
2030587,-73.914010075,40.8407913684,0,0,2,1,3
2030588,-73.7945308373,40.7756012724,0,2,3,3,0
2030596,-73.9437662377,40.787833852,0,0,0,4,3
2030598,-73.9844769316,40.6109271757,1,1,1,0,2
2030602,-73.7577078607,40.7395734359,0,2,3,3,0
2030607,-73.8502999878,40.8187273647,0,0,2,1,5
2030660,-73.9447565864,40.6300955565,1,1,1,2,2
2030670,-73.94083436,40.8158011498,0,0,2,4,3
2030680,-73.9049199538,40.8539204011,0,0,2,1,5
2030693,-73.920930518,40.6618333153,1,1,1,2,2
2030718,-73.8879249731,40.8742982604,0,0,2,1,5
2030720,-73.9478030416,40.6917776716,1,1,0,2,1
2030731,-73.8691529516,40.8660444106,0,0,2,1,5
2030745,-73.8872400449,40.7515261333,0,2,3,4,0
2030746,-73.8661371628,40.8249800986,0,0,2,1,5
2030758,-73.9044480006,40.8729462664,0,0,2,1,5
2030791,-73.8807128959,40.8774035139,0,0,2,1,5
2030801,-74.0102863904,40.7051148923,1,1,0,2,1
2030803,-73.897809558,40.7081029562,1,2,3,2,0
2030825,-73.8010658931,40.7611149843,0,2,3,3,0
2030862,-73.7721218472,40.5967806803,1,2,3,3,0
2030863,-73.9387830078,40.8189921881,0,0,2,4,3
2030865,-73.9067784063,40.8432861807,0,0,2,1,5
2030880,-73.8899219098,40.701170637,1,2,3,3,0
2030882,-73.8898636838,40.8433838035,0,0,2,1,5
2030883,-73.9180147305,40.6675651184,1,1,1,2,2
2030893,-73.950560988,40.8239602895,0,0,2,4,3
2030928,-73.9921249074,40.7186906758,1,1,0,2,1
2030931,-73.9982180275,40.5794837971,1,1,1,0,2
2030932,-73.9164885372,40.8327923552,0,0,2,1,3
2030933,-73.9512637659,40.6734715551,1,1,1,2,2
2030938,-73.8790584771,40.8824081104,0,0,2,1,5
2030939,-73.8149297702,40.7316841224,0,2,3,3,0
2030941,-73.8156337637,40.7524054212,0,2,3,3,0
2030992,-74.018055053,40.6376775354,1,1,1,0,2
2031006,-73.9432417187,40.8397143178,0,0,2,4,3
2031020,-73.9186345111,40.7386714725,0,2,0,4,1
2031027,-73.9788014529,40.7448080801,1,1,0,4,1
2031068,-73.8545057883,40.6632094889,1,2,3,3,0
2031071,-73.8445826288,40.720474441,0,2,3,3,0
2031083,-73.9505402193,40.6525944557,1,1,1,2,2
2031085,-73.923487004,40.6641269354,1,1,1,2,2
2031087,-73.8777579704,40.8442883425,0,0,2,1,5
2031089,-73.9476981862,40.7105243785,1,1,0,2,1
2031095,-73.7547642629,40.5951721743,1,2,3,3,0
2031133,-73.9822815476,40.7133949385,1,1,0,2,1
2031171,-73.9607808999,40.606227933,1,1,1,0,2
2031207,-73.828540251,40.7567510835,0,2,3,3,0
2031208,-73.9629905769,40.5830817756,1,1,1,0,2
2031223,-73.8050663081,40.6831403067,0,2,3,3,0
2031226,-73.9773269502,40.7827346472,0,0,0,4,3
2031243,-73.8985244621,40.8711022638,0,0,2,1,5
2031254,-73.8990857243,40.8610297137,0,0,2,1,5
2031290,-73.898847056,40.8396811833,0,0,2,1,5
2031293,-74.0012775909,40.7473214694,1,1,0,4,1
2031325,-73.7943619944,40.6958190158,0,2,3,3,0
2031327,-73.9862701491,40.5953561731,1,1,1,0,2
2031360,-73.9193489172,40.7447049401,0,2,0,4,1
2031382,-73.9891407434,40.5907040455,1,1,1,0,2
2031385,-73.8446911752,40.7203373493,0,2,3,3,0
2031395,-73.9018567736,40.8206025238,0,0,2,1,3
2031433,-73.9049183009,40.8348474211,0,0,2,1,5
2031459,-73.937875844,40.7961199153,0,0,0,4,3
2031460,-73.8533810467,40.7255912388,0,2,3,3,0
2031505,-73.756015649,40.6715159157,0,2,3,3,0
2031508,-73.9974991087,40.7431878565,1,1,0,4,1
2031510,-73.8368200722,40.8718576602,0,0,2,1,5
2031529,-73.9018209969,40.8228119921,0,0,2,1,3
2031598,-73.8772135472,40.6712507264,1,2,3,3,0
2031599,-73.9121119082,40.6936498405,1,2,0,2,1
2031600,-73.8114762219,40.817317274,0,0,2,1,5
2031601,-73.7517888027,40.6013059234,1,2,3,3,0
2031602,-73.8221777352,40.818539209,0,0,2,1,5
2031641,-73.9063844879,40.9049014932,0,0,2,1,5
2031647,-73.7507535079,40.6008151068,1,2,3,3,0
2031663,-73.8983525349,40.8913249933,0,0,2,1,5
2031664,-73.9340471881,40.8438100218,0,0,2,1,3
2031677,-73.9959742447,40.5963642638,1,1,1,0,2
2031687,-74.0826572337,40.6222262687,1,1,1,0,4
2031688,-73.9045500454,40.8497179525,0,0,2,1,5
2031689,-73.9651584674,40.8027434393,0,0,0,4,3
2031691,-73.9104564417,40.8415242466,0,0,2,1,5
2031695,-73.8698761838,40.8696682304,0,0,2,1,5
2031699,-73.9905845031,40.7188140743,1,1,0,2,1
2031732,-73.9277011589,40.8565663521,0,0,2,1,3
2031740,-73.8542590677,40.8850116185,0,0,2,1,5
2031769,-73.7693159048,40.6720703519,0,2,3,3,0
2031784,-73.8415950551,40.8861312351,0,0,2,1,5
2031787,-73.926805656,40.7406861146,0,2,0,4,1
2031834,-73.8705617309,40.8332522372,0,0,2,1,5
2031838,-73.9082036143,40.8162216881,0,0,2,1,3
2031854,-73.9147054323,40.8340206818,0,0,2,1,3
2031855,-73.9520876655,40.6506765076,1,1,1,2,2
2031856,-74.1011865136,40.5861201036,1,1,1,0,4
2031857,-73.7697885604,40.7116400269,0,2,3,3,0
2031860,-73.8958434267,40.8676195997,0,0,2,1,5
2031876,-73.8609865139,40.8846438945,0,0,2,1,5
2031894,-73.9529889954,40.6859335455,1,1,1,2,1
2031940,-73.9269957872,40.8602767438,0,0,2,1,5
2031942,-73.9889997691,40.7252037314,1,1,0,2,1
2031946,-73.8837186623,40.8831457319,0,0,2,1,5
2031965,-73.8558077323,40.8879750839,0,0,2,1,5
2031967,-73.8966470052,40.8321285283,0,0,2,1,5
2031979,-73.8532235212,40.897034783,0,0,2,1,5
2031981,-73.8938018915,40.8668382447,0,0,2,1,5
2031982,-73.886060035,40.6669944411,1,2,3,2,0
2032028,-74.0013586077,40.6497148263,1,1,1,0,2
2032029,-73.9278153446,40.8646029051,0,0,2,1,5
2032030,-73.9571971404,40.6686101715,1,1,1,2,2
2032051,-73.9662759437,40.5861706887,1,1,1,0,2
2032067,-73.9971317942,40.7250203224,1,1,0,2,1
2032068,-73.8314652749,40.7077312499,0,2,3,3,0
2032073,-73.8428849748,40.8698020638,0,0,2,1,5
2032102,-73.9772405691,40.7290913275,1,1,0,2,1
2032128,-73.8228200114,40.765923612,0,2,3,3,0
2032129,-73.9151844028,40.676571425,1,1,1,2,2
2032143,-73.9691534094,40.6311586892,1,1,1,2,2
2032151,-74.0283051278,40.6190410929,1,1,1,0,4
2032171,-73.8681379416,40.8436931232,0,0,2,1,5
2032203,-73.9166711667,40.7591047275,0,0,0,4,3
2032204,-73.9709204933,40.784248302,0,0,0,4,3
2032205,-73.9798515132,40.7213488538,1,1,0,2,1
2032208,-73.9729775941,40.7960484027,0,0,0,4,3
2032211,-73.8766062582,40.8708970135,0,0,2,1,5
2032212,-73.9712621811,40.62843366,1,1,1,2,2
2032214,-73.7853545613,40.7392110785,0,2,3,3,0
2032218,-73.8839546758,40.8826025208,0,0,2,1,5
2032219,-73.924371802,40.6499177856,1,1,1,2,2
2032225,-73.9314604522,40.6884259683,1,1,0,2,1
2032226,-73.9574856659,40.804110483,0,0,0,4,3
2032312,-73.9819372331,40.7194196343,1,1,0,2,1
2032336,-73.9145266365,40.8325493831,0,0,2,1,3
2032337,-73.9794058908,40.7157796574,1,1,0,2,1
2032342,-73.9393271679,40.7967382525,0,0,0,4,3
2032349,-73.9286080848,40.8367556246,0,0,2,1,3
2032351,-73.9860550283,40.7116086174,1,1,0,2,1
2032368,-73.9813579498,40.7397636704,1,1,0,4,1
2032369,-73.8884916908,40.8684141812,0,0,2,1,5
2032379,-73.9034876759,40.74487115,0,2,0,4,1
2032382,-73.9472561007,40.6948543085,1,1,0,2,1
2032383,-74.1474847337,40.6065379935,1,1,1,0,4
2032384,-73.9375589099,40.8144215725,0,0,2,4,3
2032417,-73.9202964131,40.7008251349,1,1,0,2,1
2032424,-73.9488483593,40.8286420275,0,0,2,4,3
2032445,-73.8493616727,40.6682367978,1,2,3,3,0
2032446,-73.858308754,40.8887741409,0,0,2,1,5
2032447,-73.8554329079,40.7293788575,0,2,3,3,0
2032448,-73.8886066316,40.6638184797,1,2,3,2,2
2032449,-73.9127959771,40.8406120507,0,0,2,1,5
2032450,-73.9092707679,40.8496503995,0,0,2,1,5
2032452,-73.9474760989,40.6948269614,1,1,0,2,1
2032465,-73.9580189224,40.6687724162,1,1,1,2,2
2032466,-73.9396561344,40.8442165645,0,0,2,1,3
2032472,-73.9696242536,40.7602507158,0,0,0,4,1
2032473,-73.9146883598,40.7656055749,0,0,0,4,3
2032528,-73.887592431,40.8293094699,0,0,2,1,5
2032529,-73.9022095778,40.8263832,0,0,2,1,5
2032558,-73.9284939086,40.6672701836,1,1,1,2,2
2032561,-73.9453568809,40.8209497306,0,0,2,4,3
2032562,-73.901466885,40.864311688,0,0,2,1,5
2032563,-73.9785011663,40.7806818106,0,0,0,4,3
2032593,-73.9502453304,40.6662468661,1,1,1,2,2
2032594,-73.7638345039,40.7133214902,0,2,3,3,0
2032601,-73.8985041903,40.8535883153,0,0,2,1,5
2032602,-73.8911835305,40.8230988741,0,0,2,1,5
2032628,-73.9146390772,40.6716743405,1,1,1,2,2
2032632,-73.9402346606,40.8238318877,0,0,2,4,3
2032635,-73.8711046211,40.6798626462,1,2,3,3,0
2032636,-73.9924625217,40.7637402974,0,0,0,4,1
2032689,-73.8830795509,40.8805266511,0,0,2,1,5
2032714,-73.9280305638,40.739229423,0,2,0,4,1
2032740,-73.9002560476,40.6664449457,1,2,3,2,2
2032743,-73.8229600171,40.76350296,0,2,3,3,0
2032744,-73.9094948332,40.7088812709,1,2,0,2,1
2032767,-73.9084545018,40.757273235,0,0,0,4,3
2032769,-73.8638298112,40.8878091664,0,0,2,1,5
2032772,-73.9967495776,40.7206973183,1,1,0,2,1
2032850,-73.911940167,40.758154271,0,0,0,4,3
2032851,-73.9052056576,40.7371543319,0,2,0,4,1
2032854,-73.8892376235,40.8590582184,0,0,2,1,5
2032859,-73.9698863259,40.7554447366,0,0,0,4,1
2032881,-73.916042028,40.857310505,0,0,2,1,5
2032883,-73.9018039607,40.751108544,0,2,0,4,3
2032901,-73.8679049136,40.7517306523,0,2,3,3,0
2032937,-73.8766285995,40.7360787668,0,2,3,3,0
2032971,-73.9452167502,40.6883427618,1,1,1,2,1
2032975,-73.9603599582,40.6055196312,1,1,1,0,2
2033008,-73.7467267397,40.6086015566,1,2,3,3,0
2033010,-73.897344189,40.6777069519,1,2,3,2,2
2033015,-73.9285312571,40.8544479591,0,0,2,1,3
2033023,-73.9030758781,40.7079263565,1,2,3,2,1
2033027,-73.9519086663,40.6540250676,1,1,1,2,2
2033062,-73.8661979911,40.8701992402,0,0,2,1,5
2033063,-73.9412873409,40.6872785977,1,1,1,2,1
2033066,-73.9792716949,40.7413113536,1,1,0,4,1
2033086,-73.9749588999,40.7328072524,1,1,0,2,1
2033097,-73.9158157038,40.8276290577,0,0,2,1,3
2033099,-73.9245614667,40.6925305742,1,1,0,2,1
2033102,-73.8542970087,40.7241376781,0,2,3,3,0
2033103,-73.9636090504,40.7760614234,0,0,0,4,3
2033118,-73.9709757019,40.7901385121,0,0,0,4,3
2033120,-73.936885567,40.6825552594,1,1,1,2,1
2033176,-73.9730193783,40.6751283238,1,1,1,2,1
2033177,-73.8758175029,40.830521535,0,0,2,1,5
2033200,-73.9344499987,40.8458248666,0,0,2,1,3
2033201,-73.7804396425,40.7129371524,0,2,3,3,0
2033202,-73.904244405,40.8310317114,0,0,2,1,5
2033203,-73.9499282558,40.8245281729,0,0,2,4,3
2033204,-73.9549897235,40.6117867663,1,1,1,2,2
2033213,-73.9533199488,40.7076365595,1,1,0,2,1
2033232,-73.9173061985,40.8058397981,0,0,2,4,3
2033259,-73.949919721,40.8118640342,0,0,2,4,3
2033263,-73.9369396548,40.6825497995,1,1,1,2,1
2033279,-73.9673997037,40.6368454059,1,1,1,2,2
2033285,-73.9906205867,40.7187509478,1,1,0,2,1
2033292,-73.92895353,40.8313789461,0,0,2,1,3
2033336,-73.9600769783,40.6451241159,1,1,1,2,2
2033337,-73.9024441706,40.8117814874,0,0,2,1,3
2033339,-73.9597992153,40.7652294146,0,0,0,4,1
2033341,-73.949069397,40.7900677848,0,0,0,4,3
2033345,-73.907469285,40.6999701492,1,2,0,2,1
2033346,-73.9064055629,40.7075475896,1,2,0,2,1
2033377,-73.942871432,40.833225638,0,0,2,4,3
2033381,-73.7469694675,40.7184513178,0,2,3,3,0
2033384,-73.8906055177,40.8648041817,0,0,2,1,5
2033389,-73.8310347033,40.7025731966,0,2,3,3,0
2033391,-73.9539877343,40.6807627979,1,1,1,2,1
2033397,-73.9256388354,40.8678814362,0,0,2,1,5
2033413,-73.8693953626,40.8622734669,0,0,2,1,5
2033452,-73.9956628861,40.7331804352,1,1,0,2,1
2033453,-73.9688342191,40.790055611,0,0,0,4,3
2033458,-73.8909690669,40.7511152662,0,2,0,4,0
2033475,-73.8989068552,40.8550296384,0,0,2,1,5
2033476,-74.0043158248,40.7387440506,1,1,0,4,1
2033479,-73.8986809039,40.7067313437,1,2,3,2,0
2033505,-73.9354400412,40.8535737272,0,0,2,1,3
2033508,-73.9506700892,40.8230079195,0,0,2,4,3
2033509,-73.9113968569,40.884383451,0,0,2,1,5
2033511,-73.9425957169,40.6041095405,1,1,1,2,2
2033512,-73.9165979726,40.8146772982,0,0,2,4,3
2033526,-74.025717608,40.634552509,1,1,1,0,2
2033527,-73.9525450902,40.6054370711,1,1,1,0,2
2033532,-74.2088347156,40.5362909808,1,1,1,0,4
2033533,-73.9491329866,40.8250054054,0,0,2,4,3
2033569,-73.9798493959,40.7880104933,0,0,0,4,3
2033582,-73.9049634019,40.8538710322,0,0,2,1,5
2033628,-73.8850716088,40.7427407864,0,2,3,3,0
2033646,-73.9546128248,40.6575834033,1,1,1,2,2
2033674,-73.8490584021,40.8277339193,0,0,2,1,5
2033685,-73.947415811,40.6386687768,1,1,1,2,2
2033686,-73.8599136881,40.8926241518,0,0,2,1,5
2033689,-73.7800462655,40.7479760565,0,2,3,3,0
2033720,-73.9779406125,40.7179312781,1,1,0,2,1
2033721,-73.9926348535,40.7396277061,1,1,0,4,1
2033723,-73.9677491908,40.7710535091,0,0,0,4,3
2033725,-73.9315637295,40.5842860467,1,1,1,0,2
2033726,-73.9544633225,40.6812405777,1,1,1,2,1
2033743,-73.9478089613,40.8270249246,0,0,2,4,3
2033747,-73.9457846846,40.836885745,0,0,2,4,3
2033755,-73.8652615693,40.8701789377,0,0,2,1,5
2033757,-74.0619884625,40.5960923492,1,1,1,0,4
2033760,-73.8684706246,40.8618854136,0,0,2,1,5
2033763,-73.8300476918,40.7303981766,0,2,3,3,0
2033786,-73.9265879362,40.7417756426,0,2,0,4,1
2033788,-73.9234489336,40.8669028921,0,0,2,1,5
2033790,-73.8921569393,40.8690050301,0,0,2,1,5
2033792,-73.9616320141,40.6417622834,1,1,1,2,2
2033825,-73.8353584249,40.7144945009,0,2,3,3,0
2033828,-73.9253108659,40.8057876229,0,0,2,4,3
2033831,-73.9355333149,40.6902069335,1,1,0,2,1
2033832,-73.9537731332,40.6002581397,1,1,1,0,2
2033885,-73.9569818578,40.7732485282,0,0,0,4,3
2033900,-73.7549371405,40.5951615638,1,2,3,3,0
2033902,-73.7531790916,40.5934450399,1,2,3,3,0
2033905,-73.839391754,40.7816807702,0,2,3,3,0
2033908,-73.8640950898,40.8235037957,0,0,2,1,5
2033909,-73.9507991973,40.6777092901,1,1,1,2,1
2033911,-73.8674149447,40.8165662607,0,0,2,1,5
2033949,-74.0115101255,40.6485532151,1,1,1,0,2
2033971,-73.8963342459,40.8612358717,0,0,2,1,5
2033973,-73.9115036742,40.6954636672,1,2,0,2,1
2033975,-73.9518258914,40.6638458576,1,1,1,2,2
2034010,-73.8460948992,40.6842400231,1,2,3,3,0
2034011,-73.9410877633,40.5907553319,1,1,1,0,2
2034012,-73.8079046231,40.7329461866,0,2,3,3,0
2034014,-73.8429600363,40.8762933751,0,0,2,1,5
2034019,-73.8742322066,40.8280578062,0,0,2,1,5
2034020,-74.0217114917,40.6355524379,1,1,1,0,2
2034023,-73.8787482508,40.659894452,1,2,3,3,0
2034025,-74.0030810341,40.7243231485,1,1,0,2,1
2034038,-73.9080027692,40.8622009211,0,0,2,1,5
2034039,-73.8107808765,40.5904609302,1,2,3,3,0
2034042,-73.9449540875,40.8274325598,0,0,2,4,3
2034071,-73.9386359305,40.798261211,0,0,0,4,3
2034083,-73.9777902116,40.7795508447,0,0,0,4,3
2034089,-73.9365837084,40.8141959731,0,0,2,4,3
2034105,-74.0060427932,40.642333951,1,1,1,0,2
2034107,-73.9155026501,40.6757893981,1,1,1,2,2
2034108,-73.9135547245,40.7017068288,1,2,0,2,1
